## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 15:17:02 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	7,270114	5,027078	7	3	0,100918	0,031391	0,000402	0,035488	0,014113	0,003916	0,186228	0,920538	0,703164	0,294939	0,067327	0,009693	0,001817	0,000868	0,000433	0,000258	0,000173	0,000127	0,000101	0,000085	0,000076	0,771671	6

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	210796116
1	83726776
2	126818410
3	167300462
4	198800944
5	219295394
6	228062007
7	225905669
8	214306865
9	195361350
10	171656617
11	145563882
12	119279008
13	94595976
14	72709656
15	54203774
16	39271107
17	27654496
18	19003640
19	12756744
20	8389577
21	5426389
22	3462722
23	2204050
24	1411602
25	919294
26	615579
27	428461
28	312946
29	242440
30	194758
31	162233
32	140284
33	123343
34	110958
35	100023
36	91118
37	83015
38	76869
39	70573
40	65623
41	60449
42	55729
43	51155
44	46791
45	43423
46	39827
47	36604
48	33967
49	31258
50	29328
51	27612
52	25965
53	24581
54	23035
55	21342
56	19656
57	18248
58	17415
59	16385
60	15696
61	14945
62	14000
63	13172
64	12405
65	11550
66	11166
67	10484
68	9999
69	9344
70	9042
71	8486
72	7965
73	7435
74	7162
75	6580
76	6205
77	6011
78	5912
79	5545
80	5135
81	5104
82	4760
83	4571
84	4090
85	4052
86	3864
87	3549
88	3466
89	3342
90	3099
91	2912
92	2720
93	2456
94	2461
95	2323
96	2197
97	2173
98	2152
99	1981
100	2000
101	1898
102	1837
103	1749
104	1681
105	1535
106	1520
107	1493
108	1530
109	1484
110	1352
111	1486
112	1447
113	1458
114	1446
115	1439
116	1342
117	1301
118	1228
119	1250
120	1214
121	1149
122	1134
123	1043
124	1007
125	940
126	1011
127	913
128	943
129	866
130	836
131	789
132	824
133	845
134	729
135	764
136	724
137	735
138	729
139	683
140	693
141	667
142	639
143	657
144	592
145	610
146	577
147	552
148	530
149	537
150	520
151	512
152	518
153	496
154	484
155	443
156	445
157	485
158	461
159	470
160	450
161	477
162	490
163	519
164	514
165	486
166	473
167	493
168	483
169	451
170	477
171	387
172	467
173	386
174	412
175	372
176	390
177	387
178	409
179	384
180	367
181	387
182	388
183	363
184	395
185	350
186	387
187	368
188	353
189	382
190	418
191	402
192	405
193	389
194	368
195	365
196	320
197	342
198	355
199	332
200	362
201	329
202	290
203	336
204	264
205	292
206	324
207	309
208	291
209	262
210	294
211	275
212	309
213	281
214	291
215	271
216	290
217	262
218	252
219	267
220	278
221	256
222	254
223	245
224	262
225	275
226	289
227	265
228	260
229	285
230	261
231	247
232	282
233	260
234	282
235	282
236	269
237	291
238	284
239	298
240	268
241	287
242	281
243	271
244	270
245	286
246	268
247	290
248	261
249	285
250	110841

