## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34743-L1_S34_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34743-L1_S34_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34743-L1_S34_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 22:07:37 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
394	375	59	2	191956045	400,539921	95,943461	86932543	FR	23	45	69	93	119	149	185	233	311	391	593			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	432
3	420
4	418
5	418
6	437
7	404
8	411
9	428
10	435
11	425
12	416
13	444
14	453
15	476
16	528
17	644
18	713
19	2452
20	2994
21	3410
22	1583
23	1335
24	1203
25	1341
26	1099
27	1053
28	1094
29	1020
30	1070
31	1078
32	1145
33	1049
34	1032
35	1159
36	1059
37	1067
38	1060
39	1068
40	1086
41	1074
42	1080
43	1161
44	1239
45	1492
46	1705
47	1660
48	1662
49	1647
50	1728
51	1925
52	1726
53	1687
54	1810
55	1773
56	1776
57	1823
58	1924
59	1933
60	1958
61	1944
62	2081
63	2082
64	2099
65	2071
66	2076
67	2123
68	2078
69	2153
70	2193
71	2185
72	2237
73	2321
74	2268
75	2821
76	3137
77	3187
78	3204
79	3265
80	3245
81	3325
82	3408
83	3489
84	3653
85	3660
86	3711
87	3805
88	3810
89	3901
90	3943
91	4001
92	4062
93	4125
94	4099
95	4179
96	4201
97	4212
98	4436
99	4463
100	4511
101	4599
102	4663
103	4647
104	4769
105	4793
106	4969
107	4867
108	5306
109	5528
110	5639
111	5681
112	5747
113	5778
114	5805
115	5817
116	5941
117	6014
118	6002
119	6122
120	6203
121	6283
122	6355
123	6394
124	6625
125	6841
126	6711
127	6908
128	6989
129	7088
130	7139
131	7342
132	7360
133	7589
134	7735
135	7832
136	8052
137	8099
138	8111
139	8205
140	8451
141	8449
142	8714
143	8791
144	9175
145	9527
146	9888
147	9839
148	10523
149	10182
150	10464
151	10635
152	10525
153	10882
154	10931
155	10918
156	11282
157	11536
158	11686
159	11649
160	11868
161	12228
162	12393
163	12468
164	12881
165	13086
166	13357
167	13370
168	13685
169	13926
170	13940
171	14451
172	14598
173	14846
174	15067
175	15333
176	15668
177	16043
178	16232
179	16642
180	16935
181	17273
182	17401
183	17836
184	18065
185	18529
186	19385
187	19785
188	20068
189	20352
190	20707
191	21685
192	21476
193	22297
194	22372
195	22697
196	23494
