## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34727-L1_S18_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34727-L1_S18_L001.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 05:56:50 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	3,058787	2,735631	3	2	0,139997	0,077691	0,000542	0,031639	0,021438	0,00602	0,277328	0,861922	0,236106	0,013015	0,000978	0,00037	0,000245	0,000183	0,000126	0,000097	0,000079	0,000066	0,000059	0,000054	0,00005	0,444422	3

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	366290561
1	385375014
2	473108930
3	446577444
4	355093052
5	249890231
6	160731595
7	96473895
8	54833725
9	29882616
10	15874965
11	8278426
12	4310779
13	2261109
14	1206036
15	673576
16	398673
17	248395
18	168956
19	123420
20	94582
21	75757
22	62930
23	53563
24	46511
25	40933
26	36196
27	32065
28	28039
29	24765
30	22155
31	20307
32	18359
33	17083
34	15575
35	13786
36	12977
37	12003
38	11013
39	10252
40	9726
41	9045
42	8502
43	7839
44	7516
45	7149
46	6866
47	6383
48	6269
49	6144
50	5776
51	5542
52	4986
53	4913
54	4648
55	4528
56	4438
57	4420
58	4290
59	4190
60	4102
61	4135
62	3780
63	3632
64	3519
65	3353
66	3068
67	2969
68	2750
69	2605
70	2448
71	2288
72	2071
73	2003
74	1949
75	1911
76	1821
77	1784
78	1628
79	1552
80	1460
81	1420
82	1408
83	1377
84	1365
85	1303
86	1253
87	1225
88	1186
89	1239
90	1206
91	1185
92	1233
93	1231
94	1221
95	1200
96	1125
97	1111
98	1105
99	1193
100	1085
101	1189
102	1104
103	1227
104	1152
105	1119
106	1045
107	1140
108	1076
109	1123
110	1173
111	1186
112	1139
113	1186
114	1266
115	1231
116	1280
117	1238
118	1273
119	1246
120	1306
121	1281
122	1223
123	1221
124	1214
125	1177
126	1196
127	1228
128	1230
129	1145
130	1216
131	1206
132	1144
133	1128
134	1080
135	1033
136	1046
137	991
138	1029
139	939
140	991
141	914
142	950
143	973
144	925
145	922
146	873
147	898
148	773
149	733
150	811
151	774
152	805
153	758
154	799
155	721
156	755
157	701
158	706
159	654
160	699
161	593
162	629
163	581
164	525
165	574
166	553
167	495
168	526
169	520
170	444
171	514
172	468
173	502
174	457
175	495
176	463
177	462
178	464
179	454
180	461
181	474
182	421
183	430
184	435
185	437
186	456
187	437
188	437
189	427
190	458
191	443
192	422
193	401
194	434
195	422
196	398
197	363
198	363
199	321
200	359
201	399
202	322
203	351
204	403
205	372
206	373
207	375
208	324
209	345
210	320
211	303
212	336
213	291
214	331
215	298
216	325
217	327
218	317
219	286
220	288
221	264
222	292
223	283
224	268
225	275
226	241
227	239
228	254
229	277
230	257
231	247
232	251
233	240
234	260
235	231
236	224
237	201
238	204
239	189
240	217
241	181
242	201
243	175
244	211
245	167
246	171
247	157
248	170
249	133
250	36337

