## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34725-L1_S16_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34725-L1_S16_L001.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 02:23:25 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	2,457122	2,60848	2	1	0,134695	0,0987	0,00063	0,04448	0,024686	0,00595	0,309141	0,788922	0,16417	0,010542	0,000872	0,000285	0,000185	0,000141	0,000099	0,000079	0,000065	0,000056	0,00005	0,000045	0,000041	0,350809	2

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	559943764
1	528612524
2	485723648
3	377196491
4	265800308
5	174656488
6	108720756
7	65014509
8	37718044
9	21430292
10	12024634
11	6683689
12	3714762
13	2067640
14	1162450
15	664405
16	392052
17	239788
18	154893
19	106950
20	78724
21	60921
22	49144
23	40525
24	34330
25	29256
26	26050
27	22650
28	20524
29	18422
30	16698
31	14951
32	13848
33	12455
34	11557
35	10477
36	9441
37	8624
38	8013
39	7245
40	6713
41	6284
42	5742
43	5489
44	5215
45	4941
46	4803
47	4543
48	4265
49	4107
50	4078
51	4059
52	4017
53	3990
54	3725
55	3650
56	3553
57	3290
58	3234
59	3006
60	2838
61	2752
62	2621
63	2663
64	2475
65	2356
66	2321
67	2230
68	2071
69	1973
70	1923
71	1759
72	1687
73	1619
74	1572
75	1599
76	1541
77	1566
78	1493
79	1495
80	1377
81	1350
82	1402
83	1384
84	1328
85	1233
86	1260
87	1303
88	1165
89	1223
90	1130
91	1001
92	1004
93	1007
94	941
95	1029
96	1016
97	1033
98	1032
99	1013
100	1019
101	1010
102	1011
103	1036
104	997
105	1087
106	1070
107	1039
108	1045
109	979
110	1012
111	957
112	995
113	915
114	955
115	945
116	950
117	966
118	877
119	937
120	950
121	927
122	919
123	912
124	991
125	915
126	943
127	923
128	930
129	900
130	981
131	866
132	914
133	866
134	849
135	818
136	812
137	765
138	807
139	769
140	709
141	675
142	638
143	599
144	629
145	578
146	590
147	571
148	565
149	583
150	539
151	555
152	586
153	545
154	554
155	533
156	535
157	505
158	541
159	476
160	511
161	532
162	534
163	512
164	453
165	452
166	451
167	418
168	458
169	424
170	494
171	466
172	453
173	495
174	471
175	521
176	470
177	488
178	482
179	517
180	439
181	489
182	424
183	400
184	362
185	387
186	401
187	382
188	408
189	355
190	367
191	381
192	354
193	364
194	357
195	353
196	367
197	306
198	314
199	292
200	302
201	269
202	252
203	260
204	254
205	263
206	250
207	263
208	254
209	246
210	237
211	244
212	259
213	248
214	242
215	230
216	249
217	234
218	236
219	254
220	219
221	234
222	200
223	217
224	207
225	209
226	221
227	227
228	192
229	193
230	207
231	167
232	198
233	185
234	175
235	163
236	140
237	154
238	155
239	144
240	134
241	119
242	141
243	126
244	132
245	128
246	112
247	110
248	120
249	116
250	32809

