1 length=	195471971	Aligned= 11550724	Unaligned= 8705
10 length=	130694993	Aligned= 7754519	Unaligned= 5252
11 length=	122082543	Aligned= 7943222	Unaligned= 6533
12 length=	120129022	Aligned= 7488041	Unaligned= 5861
13 length=	120421639	Aligned= 7208738	Unaligned= 5837
14 length=	124902244	Aligned= 7343089	Unaligned= 4990
15 length=	104043685	Aligned= 6177716	Unaligned= 4043
16 length=	98207768	Aligned= 5605773	Unaligned= 5843
17 length=	94987271	Aligned= 5939345	Unaligned= 7555
18 length=	90702639	Aligned= 5275281	Unaligned= 4833
19 length=	61431566	Aligned= 3672596	Unaligned= 2836
2 length=	182113224	Aligned= 15745085	Unaligned= 9269
3 length=	160039680	Aligned= 8993155	Unaligned= 6354
4 length=	156508116	Aligned= 9525645	Unaligned= 7140
5 length=	151834684	Aligned= 9362410	Unaligned= 7119
6 length=	149736546	Aligned= 8912756	Unaligned= 6859
7 length=	145441459	Aligned= 8883629	Unaligned= 6081
8 length=	129401213	Aligned= 7912653	Unaligned= 6486
9 length=	124595110	Aligned= 11322222	Unaligned= 7363
MT length=	16299	Aligned= 19749	Unaligned= 13
X length=	171031299	Aligned= 8696853	Unaligned= 5378
Y length=	91744698	Aligned= 93136	Unaligned= 412
JH584299.1 length=	953012	Aligned= 17371	Unaligned= 7
GL456233.1 length=	336933	Aligned= 15245	Unaligned= 29
JH584301.1 length=	259875	Aligned= 85	Unaligned= 2
GL456211.1 length=	241735	Aligned= 36252	Unaligned= 16
GL456350.1 length=	227966	Aligned= 15585	Unaligned= 7
JH584293.1 length=	207968	Aligned= 14152	Unaligned= 3
GL456221.1 length=	206961	Aligned= 32804	Unaligned= 12
JH584297.1 length=	205776	Aligned= 3442	Unaligned= 1
JH584296.1 length=	199368	Aligned= 1482	Unaligned= 2
GL456354.1 length=	195993	Aligned= 2992	Unaligned= 2
JH584294.1 length=	191905	Aligned= 11962	Unaligned= 6
JH584298.1 length=	184189	Aligned= 4653	Unaligned= 3
JH584300.1 length=	182347	Aligned= 63	Unaligned= 0
GL456219.1 length=	175968	Aligned= 5154	Unaligned= 1
GL456210.1 length=	169725	Aligned= 21845	Unaligned= 3
JH584303.1 length=	158099	Aligned= 144	Unaligned= 0
JH584302.1 length=	155838	Aligned= 22	Unaligned= 1
GL456212.1 length=	153618	Aligned= 32428	Unaligned= 16
JH584304.1 length=	114452	Aligned= 908701	Unaligned= 581
GL456379.1 length=	72385	Aligned= 3481	Unaligned= 2
GL456216.1 length=	66673	Aligned= 5558	Unaligned= 64
GL456393.1 length=	55711	Aligned= 17743	Unaligned= 306
GL456366.1 length=	47073	Aligned= 2614	Unaligned= 2
GL456367.1 length=	42057	Aligned= 5562	Unaligned= 14
GL456239.1 length=	40056	Aligned= 3784	Unaligned= 59
GL456213.1 length=	39340	Aligned= 1344	Unaligned= 1
GL456383.1 length=	38659	Aligned= 8923	Unaligned= 36
GL456385.1 length=	35240	Aligned= 1814	Unaligned= 0
GL456360.1 length=	31704	Aligned= 1686	Unaligned= 0
GL456378.1 length=	31602	Aligned= 5729	Unaligned= 5
GL456389.1 length=	28772	Aligned= 6048	Unaligned= 36
GL456372.1 length=	28664	Aligned= 2163	Unaligned= 0
GL456370.1 length=	26764	Aligned= 6638	Unaligned= 63
GL456381.1 length=	25871	Aligned= 6908	Unaligned= 101
GL456387.1 length=	24685	Aligned= 9009	Unaligned= 63
GL456390.1 length=	24668	Aligned= 11134	Unaligned= 78
GL456394.1 length=	24323	Aligned= 3940	Unaligned= 44
GL456392.1 length=	23629	Aligned= 11928	Unaligned= 57
GL456382.1 length=	23158	Aligned= 1093	Unaligned= 0
GL456359.1 length=	22974	Aligned= 1554	Unaligned= 0
GL456396.1 length=	21240	Aligned= 9240	Unaligned= 44
GL456368.1 length=	20208	Aligned= 3376	Unaligned= 3
JH584292.1 length=	14945	Aligned= 1308	Unaligned= 2
JH584295.1 length=	1976	Aligned= 173	Unaligned= 20
NoCoordinateCount= 133562
