1 length=	195471971	Aligned= 11852999	Unaligned= 9823
10 length=	130694993	Aligned= 8087879	Unaligned= 5355
11 length=	122082543	Aligned= 8479801	Unaligned= 7407
12 length=	120129022	Aligned= 7816772	Unaligned= 5546
13 length=	120421639	Aligned= 7469948	Unaligned= 6951
14 length=	124902244	Aligned= 7441851	Unaligned= 5170
15 length=	104043685	Aligned= 6405825	Unaligned= 3845
16 length=	98207768	Aligned= 5702156	Unaligned= 7344
17 length=	94987271	Aligned= 6423542	Unaligned= 9206
18 length=	90702639	Aligned= 5453254	Unaligned= 5483
19 length=	61431566	Aligned= 3866180	Unaligned= 3051
2 length=	182113224	Aligned= 18399236	Unaligned= 10715
3 length=	160039680	Aligned= 9176160	Unaligned= 6789
4 length=	156508116	Aligned= 10040602	Unaligned= 7898
5 length=	151834684	Aligned= 9875934	Unaligned= 7447
6 length=	149736546	Aligned= 9211847	Unaligned= 6639
7 length=	145441459	Aligned= 9308986	Unaligned= 6311
8 length=	129401213	Aligned= 8195050	Unaligned= 5955
9 length=	124595110	Aligned= 13382306	Unaligned= 7601
MT length=	16299	Aligned= 4685	Unaligned= 2
X length=	171031299	Aligned= 8951889	Unaligned= 5519
Y length=	91744698	Aligned= 148399	Unaligned= 536
JH584299.1 length=	953012	Aligned= 36255	Unaligned= 16
GL456233.1 length=	336933	Aligned= 17124	Unaligned= 29
JH584301.1 length=	259875	Aligned= 87	Unaligned= 2
GL456211.1 length=	241735	Aligned= 38699	Unaligned= 12
GL456350.1 length=	227966	Aligned= 15909	Unaligned= 10
JH584293.1 length=	207968	Aligned= 14260	Unaligned= 3
GL456221.1 length=	206961	Aligned= 34341	Unaligned= 11
JH584297.1 length=	205776	Aligned= 6940	Unaligned= 2
JH584296.1 length=	199368	Aligned= 5918	Unaligned= 2
GL456354.1 length=	195993	Aligned= 7631	Unaligned= 3
JH584294.1 length=	191905	Aligned= 11919	Unaligned= 6
JH584298.1 length=	184189	Aligned= 7198	Unaligned= 4
JH584300.1 length=	182347	Aligned= 71	Unaligned= 1
GL456219.1 length=	175968	Aligned= 5117	Unaligned= 2
GL456210.1 length=	169725	Aligned= 23059	Unaligned= 9
JH584303.1 length=	158099	Aligned= 209	Unaligned= 1
JH584302.1 length=	155838	Aligned= 30	Unaligned= 0
GL456212.1 length=	153618	Aligned= 32570	Unaligned= 12
JH584304.1 length=	114452	Aligned= 1237101	Unaligned= 710
GL456379.1 length=	72385	Aligned= 4096	Unaligned= 4
GL456216.1 length=	66673	Aligned= 7360	Unaligned= 74
GL456393.1 length=	55711	Aligned= 18381	Unaligned= 280
GL456366.1 length=	47073	Aligned= 2821	Unaligned= 3
GL456367.1 length=	42057	Aligned= 5271	Unaligned= 6
GL456239.1 length=	40056	Aligned= 7747	Unaligned= 67
GL456213.1 length=	39340	Aligned= 1698	Unaligned= 1
GL456383.1 length=	38659	Aligned= 13598	Unaligned= 85
GL456385.1 length=	35240	Aligned= 2150	Unaligned= 2
GL456360.1 length=	31704	Aligned= 1896	Unaligned= 0
GL456378.1 length=	31602	Aligned= 7351	Unaligned= 4
GL456389.1 length=	28772	Aligned= 8900	Unaligned= 58
GL456372.1 length=	28664	Aligned= 1908	Unaligned= 1
GL456370.1 length=	26764	Aligned= 4909	Unaligned= 67
GL456381.1 length=	25871	Aligned= 5171	Unaligned= 66
GL456387.1 length=	24685	Aligned= 7312	Unaligned= 49
GL456390.1 length=	24668	Aligned= 15914	Unaligned= 106
GL456394.1 length=	24323	Aligned= 3648	Unaligned= 45
GL456392.1 length=	23629	Aligned= 17810	Unaligned= 81
GL456382.1 length=	23158	Aligned= 1276	Unaligned= 0
GL456359.1 length=	22974	Aligned= 1656	Unaligned= 0
GL456396.1 length=	21240	Aligned= 13000	Unaligned= 55
GL456368.1 length=	20208	Aligned= 3053	Unaligned= 1
JH584292.1 length=	14945	Aligned= 1397	Unaligned= 3
JH584295.1 length=	1976	Aligned= 129	Unaligned= 20
NoCoordinateCount= 191142
