## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34766-L1_S57_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34766-L1_S57_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34766-L1_S57_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 02:57:52 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
389	368	58	2	184763201	394,91529	95,431567	58142721	FR	23	45	67	91	117	147	183	231	311	389	591			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	317
3	286
4	340
5	326
6	333
7	313
8	362
9	332
10	358
11	364
12	364
13	387
14	401
15	400
16	472
17	478
18	575
19	1695
20	1809
21	1523
22	1090
23	957
24	864
25	936
26	822
27	728
28	828
29	760
30	811
31	858
32	835
33	818
34	870
35	813
36	860
37	791
38	791
39	875
40	851
41	842
42	945
43	979
44	1173
45	1327
46	1331
47	1223
48	1317
49	1328
50	1354
51	1292
52	1298
53	1295
54	1367
55	1344
56	1447
57	1440
58	1475
59	1542
60	1458
61	1527
62	1464
63	1528
64	1577
65	1614
66	1644
67	1629
68	1727
69	1737
70	1797
71	1786
72	1765
73	2097
74	2246
75	2452
76	2378
77	2451
78	2501
79	2531
80	2626
81	2688
82	2615
83	2712
84	2749
85	2840
86	2873
87	3027
88	2953
89	3091
90	3169
91	3220
92	3209
93	3324
94	3218
95	3359
96	3407
97	3494
98	3450
99	3629
100	3732
101	3774
102	3800
103	3735
104	3909
105	3833
106	4276
107	4297
108	4361
109	4439
110	4454
111	4447
112	4458
113	4571
114	4559
115	4644
116	4520
117	4685
118	4650
119	4684
120	4742
121	4939
122	4919
123	5040
124	5045
125	5090
126	5158
127	5211
128	5294
129	5388
130	5476
131	5520
132	5605
133	5683
134	5766
135	5674
136	5833
137	5892
138	6065
139	6060
140	6322
141	6440
142	6720
143	6815
144	7050
145	6990
146	7198
147	7121
148	7435
149	7463
150	7529
151	7653
152	7720
153	7973
154	7820
155	8012
156	8027
157	8354
158	8536
159	8572
160	8679
161	8757
162	9078
163	9026
164	9194
165	9424
166	9711
167	9671
168	9757
169	10154
170	10212
171	10539
172	10607
173	10916
174	11072
175	11365
176	11592
177	11625
178	12157
179	12356
180	12292
181	12712
182	13044
183	13460
184	13663
185	13978
186	14557
187	14414
188	14897
189	15459
190	15582
191	15990
192	16236
193	16480
194	16725
195	16778
196	17473
197	17747
198	18016
199	18817
200	19089
201	19543
202	19920
203	20220
204	20848
205	20877
206	21576
207	21940
208	22558
209	23183
210	23634
211	24250
212	24904
213	25472
214	25511
215	26389
216	27106
217	27607
218	28169
219	28659
220	29339
221	30147
222	31023
223	31532
224	32280
225	32975
226	33465
