1 length=	195471971	Aligned= 17549615	Unaligned= 13835
10 length=	130694993	Aligned= 11878100	Unaligned= 8465
11 length=	122082543	Aligned= 11953327	Unaligned= 9757
12 length=	120129022	Aligned= 11456456	Unaligned= 8152
13 length=	120421639	Aligned= 10987438	Unaligned= 9616
14 length=	124902244	Aligned= 11319801	Unaligned= 8111
15 length=	104043685	Aligned= 9312213	Unaligned= 5806
16 length=	98207768	Aligned= 8482089	Unaligned= 9331
17 length=	94987271	Aligned= 9131404	Unaligned= 11632
18 length=	90702639	Aligned= 8015949	Unaligned= 6958
19 length=	61431566	Aligned= 5582266	Unaligned= 4216
2 length=	182113224	Aligned= 27875249	Unaligned= 16202
3 length=	160039680	Aligned= 13754110	Unaligned= 10557
4 length=	156508116	Aligned= 14504025	Unaligned= 11484
5 length=	151834684	Aligned= 14196111	Unaligned= 11125
6 length=	149736546	Aligned= 13564037	Unaligned= 10272
7 length=	145441459	Aligned= 13395722	Unaligned= 9481
8 length=	129401213	Aligned= 11971334	Unaligned= 9337
9 length=	124595110	Aligned= 20468104	Unaligned= 11849
MT length=	16299	Aligned= 10643	Unaligned= 13
X length=	171031299	Aligned= 13740657	Unaligned= 8447
Y length=	91744698	Aligned= 160374	Unaligned= 672
JH584299.1 length=	953012	Aligned= 54682	Unaligned= 27
GL456233.1 length=	336933	Aligned= 25538	Unaligned= 43
JH584301.1 length=	259875	Aligned= 122	Unaligned= 2
GL456211.1 length=	241735	Aligned= 55294	Unaligned= 23
GL456350.1 length=	227966	Aligned= 26904	Unaligned= 8
JH584293.1 length=	207968	Aligned= 25039	Unaligned= 6
GL456221.1 length=	206961	Aligned= 50886	Unaligned= 18
JH584297.1 length=	205776	Aligned= 10363	Unaligned= 6
JH584296.1 length=	199368	Aligned= 8494	Unaligned= 3
GL456354.1 length=	195993	Aligned= 10461	Unaligned= 5
JH584294.1 length=	191905	Aligned= 17957	Unaligned= 14
JH584298.1 length=	184189	Aligned= 11153	Unaligned= 8
JH584300.1 length=	182347	Aligned= 112	Unaligned= 2
GL456219.1 length=	175968	Aligned= 8131	Unaligned= 5
GL456210.1 length=	169725	Aligned= 32184	Unaligned= 12
JH584303.1 length=	158099	Aligned= 244	Unaligned= 1
JH584302.1 length=	155838	Aligned= 41	Unaligned= 0
GL456212.1 length=	153618	Aligned= 48849	Unaligned= 15
JH584304.1 length=	114452	Aligned= 2009093	Unaligned= 1309
GL456379.1 length=	72385	Aligned= 5978	Unaligned= 8
GL456216.1 length=	66673	Aligned= 11769	Unaligned= 162
GL456393.1 length=	55711	Aligned= 41743	Unaligned= 846
GL456366.1 length=	47073	Aligned= 4093	Unaligned= 9
GL456367.1 length=	42057	Aligned= 9225	Unaligned= 21
GL456239.1 length=	40056	Aligned= 21206	Unaligned= 201
GL456213.1 length=	39340	Aligned= 2173	Unaligned= 1
GL456383.1 length=	38659	Aligned= 24679	Unaligned= 158
GL456385.1 length=	35240	Aligned= 2959	Unaligned= 2
GL456360.1 length=	31704	Aligned= 2617	Unaligned= 4
GL456378.1 length=	31602	Aligned= 9841	Unaligned= 8
GL456389.1 length=	28772	Aligned= 15663	Unaligned= 95
GL456372.1 length=	28664	Aligned= 2968	Unaligned= 0
GL456370.1 length=	26764	Aligned= 11704	Unaligned= 121
GL456381.1 length=	25871	Aligned= 10964	Unaligned= 214
GL456387.1 length=	24685	Aligned= 14313	Unaligned= 174
GL456390.1 length=	24668	Aligned= 29275	Unaligned= 202
GL456394.1 length=	24323	Aligned= 7256	Unaligned= 117
GL456392.1 length=	23629	Aligned= 31280	Unaligned= 137
GL456382.1 length=	23158	Aligned= 1853	Unaligned= 0
GL456359.1 length=	22974	Aligned= 2797	Unaligned= 2
GL456396.1 length=	21240	Aligned= 23526	Unaligned= 123
GL456368.1 length=	20208	Aligned= 5191	Unaligned= 1
JH584292.1 length=	14945	Aligned= 1298	Unaligned= 0
JH584295.1 length=	1976	Aligned= 258	Unaligned= 24
NoCoordinateCount= 224334
