## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34742-L1_S33_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34742-L1_S33_L002.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 18:12:14 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	9,18385	6,195116	9	4	0	0,057829	0,00054	0,000009	0,018308	0,01357	0,090255	0,952855	0,796382	0,446426	0,154037	0,032824	0,007069	0,003036	0,001446	0,000916	0,000645	0,00048	0,000368	0,00029	0,000234	0,833891	8

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	125066673
1	59437492
2	90373642
3	119766075
4	145511325
5	166367462
6	181789382
7	191445137
8	195327437
9	193428045
10	185956387
11	173747134
12	157762587
13	139220279
14	118958801
15	98688651
16	79386611
17	61930563
18	46943293
19	34600283
20	24867104
21	17490307
22	12105067
23	8258215
24	5603716
25	3821983
26	2629647
27	1860247
28	1361581
29	1024757
30	802717
31	648420
32	535085
33	456258
34	393320
35	345899
36	303426
37	272939
38	242159
39	217555
40	197475
41	180608
42	165828
43	151879
44	140892
45	130734
46	121046
47	114005
48	105143
49	97356
50	91897
51	88075
52	81702
53	76807
54	72365
55	68668
56	64170
57	60869
58	59102
59	56159
60	53474
61	49965
62	48173
63	46339
64	44540
65	42051
66	40278
67	38362
68	37609
69	36425
70	35607
71	33652
72	32601
73	31581
74	30289
75	29484
76	27874
77	26788
78	25515
79	24931
80	23468
81	23043
82	21968
83	21753
84	21127
85	20139
86	19493
87	18961
88	18370
89	17753
90	17411
91	16738
92	16322
93	15739
94	15545
95	14682
96	13713
97	13117
98	12646
99	12310
100	12114
101	11550
102	11216
103	10980
104	10355
105	9889
106	9550
107	8988
108	8630
109	8120
110	7779
111	7810
112	7517
113	7235
114	6830
115	6690
116	6496
117	6161
118	6104
119	5845
120	5517
121	5311
122	5218
123	4994
124	4581
125	4678
126	4533
127	4390
128	4324
129	4211
130	3947
131	3906
132	3686
133	3783
134	3777
135	3712
136	3516
137	3554
138	3450
139	3488
140	3298
141	3157
142	3056
143	2828
144	2659
145	2561
146	2669
147	2528
148	2661
149	2589
150	2416
151	2285
152	2247
153	2237
154	2367
155	2265
156	2262
157	2218
158	2076
159	2056
160	2092
161	1940
162	1902
163	1994
164	1890
165	1888
166	1948
167	1838
168	1833
169	1751
170	1657
171	1709
172	1734
173	1737
174	1683
175	1604
176	1505
177	1627
178	1573
179	1482
180	1513
181	1488
182	1515
183	1488
184	1397
185	1449
186	1421
187	1410
188	1437
189	1402
190	1333
191	1159
192	1107
193	1202
194	1089
195	1125
196	1096
197	1049
198	1074
199	1142
200	1059
201	1046
202	1011
203	1033
204	1083
205	1000
206	1070
207	1123
208	1019
209	1079
210	979
211	956
212	971
213	965
214	945
215	1051
216	998
217	886
218	961
219	911
220	896
221	869
222	837
223	872
224	798
225	825
226	879
227	776
228	728
229	773
230	764
231	844
232	781
233	790
234	798
235	843
236	791
237	723
238	772
239	778
240	751
241	708
242	751
243	711
244	718
245	647
246	609
247	602
248	673
249	644
250	211973

