## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34787-L1_S78_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34787-L1_S78_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 06:41:22 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	6,590221	5,65388	6	3	0	0,090964	0,000534	0,000009	0,015937	0,019349	0,126793	0,920619	0,602734	0,245026	0,068465	0,015487	0,004166	0,001875	0,000846	0,000524	0,00037	0,000283	0,000231	0,000197	0,000172	0,688896	5

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	210581429
1	181749745
2	212576474
3	224017782
4	224934918
5	219264711
6	208280591
7	192931802
8	174522381
9	153922701
10	132441980
11	111497906
12	91788642
13	74043871
14	58606235
15	45555179
16	34838651
17	26272202
18	19543799
19	14329288
20	10440293
21	7516262
22	5403314
23	3879694
24	2792175
25	2018571
26	1476171
27	1098515
28	837054
29	648193
30	514884
31	418704
32	350367
33	297900
34	256892
35	222012
36	195746
37	174601
38	156424
39	139880
40	125184
41	112419
42	102433
43	93469
44	86030
45	77992
46	71257
47	66357
48	62252
49	57445
50	53002
51	49734
52	46391
53	44283
54	41449
55	39378
56	36731
57	34563
58	32935
59	31230
60	30219
61	27933
62	25792
63	24553
64	22903
65	21510
66	20505
67	19797
68	18538
69	18026
70	17038
71	16258
72	15244
73	14796
74	14168
75	13615
76	12852
77	12438
78	11928
79	11249
80	10745
81	10290
82	9834
83	9657
84	9166
85	8803
86	8396
87	8076
88	7961
89	7461
90	7274
91	6926
92	6994
93	6724
94	6249
95	6379
96	6167
97	6017
98	5926
99	5785
100	5763
101	5351
102	5303
103	5103
104	4860
105	4644
106	4621
107	4366
108	4071
109	4120
110	4112
111	3963
112	3779
113	3799
114	3698
115	3430
116	3547
117	3519
118	3528
119	3423
120	3368
121	3249
122	3179
123	2952
124	2957
125	2862
126	2796
127	2616
128	2631
129	2790
130	2621
131	2602
132	2606
133	2529
134	2609
135	2487
136	2453
137	2496
138	2228
139	2187
140	2217
141	2186
142	2393
143	2217
144	1996
145	1954
146	1920
147	1955
148	1702
149	1861
150	1758
151	1754
152	1760
153	1610
154	1559
155	1585
156	1545
157	1690
158	1568
159	1551
160	1453
161	1480
162	1459
163	1432
164	1563
165	1431
166	1552
167	1498
168	1369
169	1438
170	1419
171	1367
172	1340
173	1373
174	1376
175	1335
176	1253
177	1272
178	1230
179	1304
180	1213
181	1191
182	1182
183	1250
184	1272
185	1234
186	1186
187	1107
188	1086
189	1022
190	1097
191	988
192	1075
193	1100
194	1047
195	1027
196	1013
197	998
198	983
199	1019
200	1034
201	985
202	961
203	937
204	945
205	868
206	889
207	950
208	1027
209	878
210	860
211	935
212	937
213	993
214	879
215	882
216	850
217	828
218	788
219	806
220	789
221	784
222	814
223	826
224	833
225	795
226	802
227	824
228	832
229	771
230	725
231	680
232	751
233	741
234	734
235	741
236	770
237	809
238	747
239	697
240	627
241	716
242	707
243	706
244	723
245	729
246	655
247	678
248	668
249	700
250	190196

