## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 17:21:05 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
387	370	58	2	186000108	392,260136	94,629455	71320812	FR	23	45	67	91	117	147	183	229	309	387	581			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	373
3	409
4	415
5	420
6	448
7	422
8	407
9	438
10	428
11	448
12	474
13	496
14	480
15	548
16	576
17	638
18	712
19	2120
20	2424
21	2199
22	1450
23	1219
24	1122
25	1378
26	1041
27	1078
28	1088
29	1050
30	1039
31	1159
32	1117
33	1047
34	989
35	1035
36	1018
37	1027
38	1033
39	1025
40	1100
41	1030
42	1163
43	1406
44	1462
45	1491
46	1665
47	1691
48	1685
49	1686
50	1691
51	1896
52	1719
53	1716
54	1861
55	1787
56	1819
57	1857
58	1915
59	1898
60	1850
61	1974
62	1976
63	2068
64	2090
65	2056
66	2137
67	2114
68	2209
69	2234
70	2294
71	2408
72	2512
73	2955
74	3047
75	3099
76	3137
77	3348
78	3389
79	3469
80	3448
81	3703
82	3699
83	3738
84	3804
85	3923
86	4057
87	4074
88	4096
89	4342
90	4390
91	4241
92	4467
93	4427
94	4525
95	4612
96	4514
97	4682
98	4738
99	4893
100	5003
101	5012
102	5070
103	5140
104	5236
105	5487
106	5722
107	5773
108	5898
109	5927
110	5894
111	5969
112	6099
113	6310
114	6120
115	6228
116	6281
117	6355
118	6463
119	6536
120	6590
121	6772
122	6758
123	6793
124	7069
125	7234
126	7206
127	7367
128	7321
129	7418
130	7668
131	7824
132	7832
133	7929
134	8276
135	8252
136	8434
137	8530
138	8678
139	8729
140	8899
141	9562
142	9469
143	9868
144	9962
145	10162
146	10282
147	10361
148	10811
149	10708
150	10848
151	11015
152	11356
153	11295
154	11617
155	11691
156	11640
157	11969
158	12002
159	12295
160	12294
161	12708
162	12905
163	12939
164	13401
165	13265
166	13615
167	13905
168	14250
169	14205
170	14523
171	14798
172	14954
173	15259
174	15483
175	15808
176	16132
177	16319
178	16764
179	16704
180	17003
181	17658
182	18091
183	18535
184	19001
185	19202
186	19721
187	19828
188	20273
189	20695
190	20904
191	21424
192	21421
193	22217
194	22556
195	22564
196	23517
197	23938
198	24152
199	24717
200	25282
201	25819
202	26300
203	26609
204	27476
205	27585
206	28465
207	28876
208	29565
209	30341
210	30720
211	31634
212	32307
213	32711
214	33571
215	34101
216	34804
217	35503
218	36905
219	37234
220	38239
221	38719
222	39693
223	40818
224	41046
225	41964
226	43275
227	43936
228	44968
229	45786
230	47067
231	48301
232	49362
233	50183
234	51283
235	52519
236	53793
237	54551
238	56071
239	57374
240	58884
241	59877
242	61151
243	62411
244	63916
245	65450
246	66272
247	67416
248	69564
249	71326
250	72995
251	74324
252	75656
253	76820
254	79524
255	80390
256	81705
257	84468
258	86264
259	87740
260	89963
261	91670
262	94604
263	96264
264	97773
265	99837
266	101546
267	104094
268	106446
269	108605
270	111428
271	113966
272	115658
273	117587
274	119909
275	121433
276	124779
277	126085
278	129352
279	132011
280	134888
281	137788
282	140334
283	143528
284	145935
285	149836
286	151765
287	154035
288	157126
289	160318
290	164062
291	166960
292	170151
293	173183
294	176652
295	180307
296	182350
297	184507
298	188224
299	191780
300	194767
301	197523
302	201617
303	204416
304	207726
305	210201
306	212647
307	215865
308	219088
309	221589
310	224903
311	228316
312	231392
313	234408
314	237443
315	240341
316	244183
317	247418
318	249878
319	251541
320	255235
321	257851
322	261367
323	264893
324	266592
325	270427
326	272867
327	276046
328	278360
329	280337
330	283015
331	285661
332	288296
333	291339
334	294391
335	295943
336	298553
337	300185
338	302828
339	304386
340	306802
341	308876
342	309902
343	313336
344	315454
345	316430
346	319319
347	319780
348	321025
349	321945
350	324743
351	325179
352	326866
353	326946
354	329687
355	331590
356	331503
357	333525
358	333893
359	334232
360	334760
361	336690
362	335107
363	338353
364	338283
365	338047
366	338917
367	339817
368	339195
369	339861
370	340542
371	339403
372	338640
373	339373
374	338893
375	339517
376	340085
377	339176
378	339171
379	338275
380	336368
381	337034
382	335666
383	335596
384	334958
385	334467
386	333509
387	333431
388	333436
389	331763
390	329751
391	328397
392	327805
393	325785
394	325755
395	324738
396	323827
397	322659
398	322104
399	319614
400	317572
401	316889
402	314478
403	313389
404	312321
405	311327
406	309409
407	308501
408	306625
409	304729
410	303709
411	302077
412	299006
413	298094
414	296329
415	295385
416	292210
417	291578
418	289730
419	287050
420	285958
421	284394
422	281929
423	279875
424	278223
425	276133
426	273766
427	272217
428	271387
429	269290
430	267544
431	265376
432	261954
433	261086
434	259137
435	257334
436	254727
437	252663
438	250742
439	249850
440	247459
441	245288
442	242943
443	241462
444	238533
445	236372
446	234483
447	231916
448	231589
449	229571
450	227175
451	225046
452	222202
453	221152
454	218836
455	216831
456	214526
457	212701
458	210970
459	209290
460	206812
461	206250
462	202294
463	201023
464	198085
465	196766
466	194706
467	192809
468	190785
469	189259
470	187999
471	185038
472	183462
473	182062
474	179650
475	178081
476	175553
477	173788
478	171903
479	170227
480	168534
481	166431
482	165347
483	163199
484	160749
485	159374
486	157065
487	155087
488	152997
489	151575
490	150117
491	148766
492	147580
493	145020
494	143067
495	140670
496	138100
497	137498
498	135320
499	133639
500	132008
501	131147
502	129231
503	127273
504	125578
505	123768
506	122175
507	120459
508	119167
509	118033
510	115772
511	114973
512	113293
513	112122
514	110652
515	108986
516	107674
517	106428
518	105339
519	104003
520	102575
521	101282
522	100582
523	99166
524	97604
525	96033
526	94967
527	92524
528	91463
529	89982
530	88624
531	87162
532	85987
533	85221
534	84289
535	83156
536	80977
537	80441
538	79179
539	77956
540	76556
541	75576
542	74247
543	73563
544	72282
545	71063
546	70574
547	69264
548	67503
549	67097
550	65694
551	65605
552	64089
553	63095
554	62117
555	60789
556	59993
557	58615
558	57108
559	56594
560	55197
561	54720
562	53635
563	52401
564	52291
565	51228
566	50267
567	49667
568	49267
569	47721
570	46938
571	46515
572	45185
573	44745
574	44055
575	43356
576	42684
577	41699
578	41162
579	40155
580	39847
581	38874
582	38450
583	37659
584	37094
585	36730
586	35745
587	34989
588	34710
589	33932
590	33284
591	32350
592	32028
593	31409
594	30927
595	30455
596	29792
597	29288
598	28907
