## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34797-L1_S88_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34797-L1_S88_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34797-L1_S88_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 08:21:04 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
379	366	56	2	189840798	384,79196	93,223925	67193830	FR	21	43	65	89	113	143	177	223	301	383	597			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	401
3	423
4	417
5	445
6	473
7	405
8	427
9	417
10	475
11	455
12	504
13	467
14	499
15	497
16	541
17	572
18	673
19	2293
20	3127
21	3859
22	1805
23	1380
24	1418
25	1393
26	1211
27	1316
28	1324
29	1205
30	1294
31	1298
32	1286
33	1169
34	1288
35	1158
36	1153
37	1172
38	1211
39	1141
40	1221
41	1152
42	1279
43	1232
44	1214
45	1224
46	1679
47	1730
48	1880
49	1834
50	1793
51	2033
52	1903
53	1882
54	1908
55	1959
56	1945
57	2064
58	1968
59	2046
60	2225
61	2259
62	2190
63	2285
64	2295
65	2298
66	2451
67	2464
68	2445
69	2525
70	2508
71	2648
72	2713
73	2727
74	2692
75	3090
76	3616
77	3668
78	3945
79	3843
80	4138
81	4144
82	4308
83	4343
84	4547
85	4518
86	4537
87	4601
88	4648
89	4769
90	4754
91	4885
92	5001
93	4986
94	4807
95	4857
96	5076
97	5038
98	5184
99	5150
100	5248
101	5287
102	5253
103	5348
104	5458
105	5562
106	5810
107	5854
108	6091
109	6309
110	6158
111	6443
112	6412
113	6593
114	6448
115	6512
116	6579
117	6587
118	6798
119	6704
120	6802
121	6976
122	6781
123	6949
124	7196
125	7232
126	7193
127	7448
128	7357
129	7397
130	7573
131	7757
132	7835
133	7945
134	8033
135	8130
136	8277
137	8313
138	8452
139	8619
140	8682
141	8998
142	9380
143	9731
144	9649
145	9881
146	9994
147	10207
148	10570
149	10265
150	10534
151	10602
152	10697
153	11063
154	10882
155	10908
156	11059
157	11566
158	11620
159	11616
160	11781
161	11870
162	12001
163	12209
164	12637
165	12678
166	13041
167	13275
168	13281
169	13577
170	13727
171	14086
172	14236
173	14546
174	14837
175	14951
176	15285
177	15582
178	16009
179	15951
180	16252
181	16709
182	17550
183	17699
184	18119
185	18446
186	18976
187	18657
188	19339
189	19618
190	20066
191	20540
192	20812
193	21432
194	21787
195	22355
196	22839
197	22705
198	23794
199	24112
200	24763
201	25091
202	25487
203	26209
204	26938
205	27076
206	27857
207	28439
208	29153
209	29527
210	30339
211	31192
212	31456
213	32849
214	33064
215	34235
216	34672
217	35457
218	36561
219	36844
220	38255
221	38565
222	39867
223	40578
224	41517
225	42569
226	43511
227	44794
228	45801
229	47408
230	48554
231	49960
232	50500
233	51299
234	52342
235	54015
236	54939
237	56253
238	57303
239	59435
240	60326
241	61277
242	63164
243	64529
244	65881
245	67704
246	69162
247	70285
248	72229
249	73611
250	75981
251	78081
252	79452
253	81608
254	82956
255	84345
256	86929
257	88245
258	90346
259	92589
260	95398
261	97093
262	99520
263	101269
264	103441
265	106331
266	108152
267	110447
268	112625
269	114677
270	118260
271	121140
272	122875
273	125679
274	127569
275	130289
276	132734
277	135390
278	138263
279	141576
280	143963
281	147442
282	149745
283	152774
284	155669
285	159489
286	161940
287	165496
288	169808
289	173239
290	176572
291	179857
292	182614
293	185418
294	189066
295	191268
296	194264
297	197652
298	200843
299	203708
300	207355
301	209301
302	212448
303	215636
304	220246
305	222045
306	225817
307	227111
308	230956
309	234471
310	236326
311	239964
312	243439
313	245626
314	249936
315	252213
316	254651
317	257794
318	259253
319	261952
320	265559
321	266346
322	270951
323	272650
324	275780
325	280230
326	280680
327	283832
328	285274
329	288588
330	289042
331	292003
332	293709
333	296681
334	298821
335	300557
336	302797
337	303575
338	305419
339	306841
340	309140
341	309487
342	311054
343	313118
344	314406
345	316197
346	317229
347	318462
348	319136
349	319575
350	320010
351	320419
352	322430
353	323002
354	324394
355	324763
356	324288
357	325247
358	326190
359	327032
360	326135
361	326223
362	327412
363	327171
364	327192
365	327412
366	327525
367	327439
368	326948
369	326835
370	325594
371	326161
372	325732
373	324994
374	324574
375	326041
376	324068
377	323459
378	323014
379	321056
380	320940
381	320078
382	317270
383	316631
384	316782
385	316475
386	315695
387	314645
388	312735
389	312036
390	310166
391	309358
392	307373
393	306597
394	304870
395	303534
396	301127
397	300406
398	299213
399	297725
400	295245
401	295680
402	292527
403	290781
404	289345
405	289103
406	285909
407	285366
408	284020
409	281939
410	279886
411	277293
412	275815
413	273935
414	272588
415	270143
416	268501
417	266415
418	264830
419	262476
420	260944
421	258766
422	256440
423	255911
424	252426
425	250944
426	249817
427	247933
428	245834
429	244353
430	242344
431	239529
432	237401
433	234110
434	232525
435	231848
436	228678
437	227062
438	225475
439	223112
440	221257
441	219219
442	217841
443	216445
444	212330
445	210458
446	208011
447	207094
448	204556
449	203185
450	201306
451	198765
452	198044
453	195243
454	192749
455	191228
456	189289
457	187255
458	185116
459	183968
460	181229
461	180264
462	177838
463	175130
464	173677
465	171964
466	169309
467	167440
468	165779
469	163816
470	162380
471	160629
472	158157
473	156451
474	155237
475	153373
476	152032
477	149710
478	148002
479	145350
480	144518
481	142613
482	140212
483	138780
484	135655
485	133957
486	132528
487	131169
488	128911
489	127522
490	125810
491	124706
492	123025
493	121458
494	119731
495	117795
496	115840
497	114794
498	113214
499	111614
500	110260
501	109187
502	107183
503	106397
504	103964
505	102679
506	100667
507	99479
508	98119
509	96612
510	96240
511	93860
512	92865
513	91565
514	90409
515	88635
516	87800
517	86043
518	85496
519	84530
520	83479
521	81858
522	80589
523	79462
524	78031
525	77156
526	75929
527	74325
528	73427
529	72095
530	70879
531	69660
532	68821
533	67990
534	67235
535	66069
536	65119
537	63089
538	62926
539	61490
540	61206
541	59620
542	58996
543	58110
544	56914
545	55796
546	54330
547	53654
548	52685
549	52048
550	50956
551	49959
552	49008
553	48607
554	47844
555	47206
556	46249
557	45507
558	44623
559	44016
560	42982
561	42106
562	41641
563	40796
564	40117
565	39397
566	39327
567	37987
568	37356
569	36305
570	35750
571	35421
572	34498
573	34359
574	33629
575	32982
576	32629
577	31792
578	31365
579	30827
580	30186
581	29510
582	28868
583	28357
584	27851
585	27347
586	27024
587	26912
588	26236
589	25689
590	24997
591	24675
592	23905
593	23346
594	22954
595	22522
596	22299
597	21810
598	21264
599	20971
600	20785
601	20076
602	20052
603	19814
604	19389
605	18987
606	18289
607	17661
608	18010
609	17418
610	17267
611	16519
612	16415
613	16389
614	15819
615	15586
616	15473
617	15017
618	14757
619	14785
620	14480
621	13881
622	13800
623	13595
624	13299
625	13066
626	12615
627	12454
628	12466
629	12046
630	11813
631	11731
632	11271
633	11184
634	10821
635	10593
636	10557
637	10463
638	10230
639	10014
640	9837
641	9527
642	9588
643	9360
644	9254
645	8807
646	8701
647	8788
648	8508
649	8393
650	8182
651	7885
652	7968
653	7743
654	7636
655	7479
656	7291
657	7237
658	7061
659	7036
660	7009
661	6804
662	6737
663	6504
664	6540
665	6322
666	6235
667	6008
668	5917
669	5907
670	5750
671	5603
672	5453
673	5368
674	5351
675	5421
676	5174
677	5115
678	5193
679	4947
680	4883
681	4827
682	4780
683	4702
684	4473
685	4432
686	4388
687	4381
688	4248
689	4284
690	4170
691	4059
692	4078
693	3945
694	4014
695	3812
696	3644
697	3636
698	3555
699	3557
700	3300
701	3398
702	3281
703	3255
704	3229
705	3208
706	3202
707	3053
708	3041
709	3031
710	2937
711	2807
712	2824
713	2887
714	2803
715	2776
716	2798
717	2683
718	2693
719	2703
720	2644
721	2635
722	2536
723	2548
724	2494
725	2606
