## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34761-L1_S52_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34761-L1_S52_L002.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 14:38:17 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	4,600788	3,24685	4	2	0,086865	0,023698	0,000437	0,036568	0,013046	0,003743	0,164358	0,912551	0,489578	0,048064	0,002355	0,000707	0,000426	0,000292	0,000169	0,000115	0,000087	0,000072	0,000064	0,000059	0,000054	0,653161	5

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	231982981
1	140814363
2	250453305
3	344533034
4	386255147
5	369096303
6	309473543
7	232823868
8	159355770
9	100490757
10	59001174
11	32543017
12	16999808
13	8529203
14	4183669
15	2064847
16	1064921
17	596165
18	378217
19	268502
20	206849
21	169921
22	143065
23	122397
24	103619
25	89891
26	79039
27	69218
28	61451
29	54660
30	48415
31	43216
32	39360
33	35523
34	32884
35	30357
36	27650
37	25100
38	22864
39	21315
40	19543
41	18225
42	16986
43	15609
44	14582
45	13256
46	12278
47	11655
48	11132
49	10774
50	10117
51	9328
52	8720
53	7866
54	7577
55	6873
56	6546
57	5930
58	5572
59	5206
60	4751
61	4577
62	4352
63	4006
64	3956
65	3611
66	3479
67	3344
68	3226
69	3083
70	2716
71	2608
72	2506
73	2331
74	2204
75	2152
76	1887
77	1882
78	1732
79	1703
80	1670
81	1570
82	1520
83	1538
84	1403
85	1388
86	1382
87	1278
88	1362
89	1281
90	1186
91	1210
92	1190
93	1158
94	1169
95	1099
96	1082
97	1151
98	1036
99	1017
100	939
101	950
102	881
103	878
104	888
105	841
106	810
107	816
108	777
109	799
110	805
111	737
112	767
113	736
114	704
115	732
116	676
117	671
118	679
119	605
120	591
121	625
122	581
123	633
124	557
125	600
126	667
127	617
128	582
129	545
130	579
131	578
132	676
133	654
134	673
135	635
136	720
137	680
138	712
139	651
140	646
141	625
142	611
143	571
144	594
145	613
146	569
147	621
148	610
149	587
150	572
151	576
152	551
153	541
154	532
155	581
156	557
157	534
158	606
159	604
160	578
161	605
162	585
163	563
164	570
165	633
166	589
167	597
168	589
169	553
170	601
171	604
172	633
173	637
174	663
175	676
176	673
177	651
178	688
179	699
180	735
181	717
182	730
183	683
184	653
185	717
186	660
187	681
188	705
189	763
190	759
191	762
192	718
193	789
194	786
195	774
196	786
197	798
198	789
199	740
200	781
201	788
202	852
203	818
204	793
205	813
206	771
207	783
208	773
209	739
210	715
211	755
212	728
213	738
214	764
215	739
216	701
217	734
218	774
219	713
220	748
221	768
222	777
223	704
224	768
225	740
226	733
227	808
228	741
229	763
230	753
231	693
232	697
233	637
234	647
235	659
236	650
237	645
238	621
239	614
240	571
241	582
242	577
243	565
244	583
245	550
246	530
247	566
248	473
249	503
250	42523

