## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34773-L1_S64_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34773-L1_S64_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 19:44:49 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	9,208456	6,092287	9	4	0	0,055786	0,000501	0,000009	0,017315	0,013141	0,086753	0,95448	0,802396	0,446322	0,153924	0,032947	0,006873	0,002828	0,001314	0,000808	0,000545	0,000392	0,0003	0,000243	0,000205	0,835847	8

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	120753788
1	52581492
2	85583018
3	118356171
4	146925982
5	169542702
6	185774381
7	195388130
8	198455707
9	195425349
10	187075163
11	174156809
12	157487536
13	138523603
14	118426547
15	98193514
16	79100697
17	61836025
18	47018273
19	34776428
20	25102898
21	17715531
22	12271275
23	8388033
24	5693193
25	3879054
26	2647745
27	1860667
28	1343761
29	997753
30	773402
31	617946
32	509759
33	433461
34	372476
35	326139
36	288418
37	256739
38	230409
39	208957
40	190603
41	174287
42	157844
43	144904
44	134195
45	123999
46	113820
47	106443
48	99764
49	94148
50	89540
51	83118
52	79110
53	74679
54	71023
55	67672
56	62622
57	59192
58	57746
59	54166
60	51382
61	48163
62	45686
63	43572
64	41365
65	39209
66	37231
67	34752
68	33064
69	31717
70	30131
71	28204
72	26597
73	25663
74	24714
75	22949
76	22084
77	21603
78	20952
79	19828
80	18463
81	17455
82	16765
83	15986
84	15207
85	14660
86	14252
87	13734
88	13367
89	12744
90	11944
91	11715
92	11102
93	10830
94	10295
95	9875
96	9587
97	9089
98	8690
99	8394
100	8146
101	7994
102	7683
103	7375
104	7071
105	6577
106	6518
107	6315
108	6018
109	5968
110	5837
111	5505
112	5521
113	5465
114	5302
115	4888
116	5086
117	4938
118	4777
119	4709
120	4465
121	4101
122	4154
123	3998
124	3845
125	3827
126	3588
127	3580
128	3781
129	3492
130	3443
131	3224
132	3220
133	3183
134	3026
135	3131
136	3077
137	3025
138	2870
139	2684
140	2675
141	2639
142	2579
143	2459
144	2511
145	2557
146	2495
147	2547
148	2475
149	2296
150	2277
151	2124
152	2138
153	2050
154	1936
155	2018
156	1932
157	1925
158	1829
159	1837
160	1807
161	1812
162	1855
163	1799
164	1773
165	1721
166	1766
167	1743
168	1729
169	1704
170	1728
171	1691
172	1713
173	1638
174	1746
175	1533
176	1546
177	1672
178	1537
179	1554
180	1431
181	1419
182	1401
183	1489
184	1391
185	1412
186	1388
187	1249
188	1248
189	1192
190	1247
191	1215
192	1278
193	1138
194	1215
195	1073
196	1128
197	1161
198	1100
199	1154
200	1096
201	1110
202	985
203	1036
204	916
205	887
206	931
207	892
208	817
209	883
210	913
211	890
212	876
213	811
214	791
215	890
216	780
217	836
218	833
219	805
220	748
221	813
222	745
223	783
224	716
225	780
226	704
227	679
228	756
229	735
230	734
231	710
232	760
233	748
234	778
235	731
236	663
237	684
238	668
239	696
240	605
241	542
242	600
243	648
244	568
245	586
246	625
247	580
248	593
249	570
250	208046

