## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34732-L1_S23_L001.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34732-L1_S23_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34732-L1_S23_L001.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 17:44:16 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
402	381	70	2	186223135	406,16629	119,984506	36087840	FR	27	53	81	109	141	177	223	287	399	507	731			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	413
3	390
4	437
5	434
6	431
7	399
8	378
9	438
10	475
11	463
12	496
13	550
14	586
15	634
16	615
17	642
18	741
19	2072
20	2325
21	2894
22	1317
23	1205
24	1135
25	1293
26	1076
27	1144
28	1091
29	1056
30	1154
31	1198
32	1159
33	1119
34	1190
35	1150
36	1137
37	1285
38	1194
39	1286
40	1293
41	1273
42	1410
43	1440
44	1453
45	1482
46	1646
47	1637
48	1744
49	1776
50	1848
51	2080
52	2065
53	2100
54	2256
55	2387
56	2415
57	2582
58	2667
59	2660
60	2756
61	3016
62	3043
63	3043
64	3321
65	3225
66	3386
67	3443
68	3619
69	3762
70	3800
71	3762
72	3942
73	4104
74	4308
75	4298
76	4588
77	4738
78	4824
79	5030
80	5090
81	5182
82	5295
83	5417
84	5635
85	5874
86	5839
87	6025
88	6139
89	6373
90	6378
91	6507
92	6780
93	6890
94	6936
95	7131
96	7264
97	7648
98	7694
99	8061
100	8138
101	8257
102	8263
103	8365
104	8588
105	8696
106	8793
107	9064
108	9062
109	9170
110	9211
111	9511
112	9497
113	9696
114	9652
115	9861
116	9928
117	9917
118	10201
119	10116
120	10161
121	10508
122	10447
123	10746
124	10828
125	10965
126	10940
127	10979
128	11178
129	11290
130	11460
131	11385
132	11562
133	11815
134	11955
135	11820
136	11975
137	12095
138	12294
139	12238
140	12512
141	12576
142	12430
143	12600
144	12839
145	12746
146	12952
147	13060
148	13851
149	13387
150	13738
151	13942
152	13817
153	13810
154	14108
155	13875
156	14157
157	14148
158	14199
159	14132
160	14577
161	14389
162	14508
163	14945
164	14815
165	15119
166	14970
167	14986
168	15315
169	15184
170	15328
171	15521
172	15315
173	15637
174	15983
175	15995
176	15985
177	16094
178	16252
179	16484
180	16424
181	16420
182	16674
183	16453
184	16888
185	16811
186	17305
187	17216
188	17242
189	17404
190	17321
191	17490
192	17921
193	17960
194	17994
195	17977
196	18125
197	18364
198	18586
199	18537
200	18602
201	18852
202	19258
203	19368
204	19492
205	19833
206	20208
207	20409
208	20639
209	20503
210	20840
211	21030
212	21573
213	22001
214	21725
215	21942
216	22139
217	22696
218	22844
219	23152
220	23255
221	23322
222	23626
223	23962
224	24320
225	24528
226	24696
227	25064
228	25310
229	25842
230	26065
231	26353
232	26647
233	27004
234	27300
235	27703
236	28292
237	28302
238	28770
239	29461
240	29848
241	30043
242	30493
243	31032
244	31112
245	31773
246	32194
247	33121
248	33381
249	33945
250	34772
251	34696
252	35136
253	36095
254	36138
255	37291
256	37682
257	38008
258	38771
259	39413
260	39894
261	40806
262	41486
263	42089
264	42829
265	43511
266	44131
267	44633
268	45583
269	46500
270	46926
271	47898
272	48630
273	49543
274	50581
275	50936
276	51826
277	52640
278	53478
279	54486
280	55340
281	55954
282	57665
283	58707
284	60083
285	61563
286	63119
287	63510
288	65274
289	66487
290	67220
291	68106
292	68555
293	70394
294	70894
295	71600
296	72970
297	74111
298	75437
299	76971
300	77545
301	78369
302	80118
303	81172
304	82206
305	83670
306	84540
307	85300
308	86228
309	87758
310	88729
311	90195
312	91574
313	92459
314	93486
315	95025
316	95733
317	97122
318	98061
319	99323
320	100320
321	101433
322	102733
323	104168
324	105055
325	106879
326	107604
327	108618
328	109695
329	110662
330	111707
331	112612
332	113945
333	114676
334	116367
335	117009
336	118532
337	119249
338	119991
339	120934
340	121962
341	122858
342	123420
343	124034
344	125414
345	126885
346	127589
347	127335
348	128960
349	129773
350	130018
351	131212
352	130851
353	132045
354	132783
355	133876
356	134387
357	134846
358	135452
359	136368
360	136596
361	136781
362	137716
363	138341
364	138783
365	139184
366	139589
367	140150
368	140705
369	139998
370	140030
371	140846
372	140765
373	141622
374	142486
375	141662
376	142559
377	142292
378	142051
379	143500
380	142850
381	143653
382	143613
383	143221
384	143035
385	142972
386	142443
387	142998
388	143069
389	142175
390	143239
391	142798
392	141796
393	141680
394	141730
395	142176
396	141480
397	142071
398	141859
399	141350
400	140561
401	140535
402	140238
403	139715
404	139856
405	139729
406	139440
407	139109
408	139268
409	137521
410	138015
411	137214
412	136352
413	135761
414	136446
415	135956
416	134865
417	134791
418	134104
419	133754
420	133389
421	132282
422	131640
423	130838
424	131189
425	130018
426	130456
427	128892
428	128725
429	128246
430	127959
431	127209
432	126873
433	126004
434	125257
435	124466
436	124683
437	124060
438	123027
439	122292
440	121723
441	121069
442	120155
443	119593
444	119129
445	118355
446	117302
447	117243
448	115818
449	115881
450	114617
451	114706
452	113330
453	113112
454	112547
455	111475
456	110540
457	110074
458	109079
459	108996
460	108191
461	108005
462	107231
463	106308
464	105140
465	105037
466	104119
467	103350
468	102485
469	101950
470	101282
471	100188
472	99738
473	98806
474	98919
475	97598
476	97324
477	96350
478	95584
479	95036
480	93912
481	93367
482	92891
483	92256
484	91122
485	90590
486	89343
487	88588
488	88723
489	87255
490	87612
491	86183
492	85538
493	84763
494	83921
495	83252
496	82243
497	82098
498	81251
499	80241
500	79783
501	79283
502	78562
503	78048
504	77402
505	76380
506	75715
507	75514
508	74209
509	73607
510	73030
511	72274
512	71307
513	71217
514	70395
515	69849
516	69259
517	68105
518	68209
519	67922
520	67632
521	66897
522	66421
523	66367
524	65123
525	63880
526	63567
527	63064
528	62341
529	61503
530	60893
531	60292
532	58992
533	57976
534	57092
535	56577
536	56262
537	55462
538	54735
539	54340
540	53723
541	53365
542	52654
543	51914
544	51454
545	50789
546	50586
547	49740
548	49079
549	48806
550	48199
551	47127
552	46754
553	45882
554	45838
555	45641
556	44879
557	44289
558	43696
559	42917
560	42872
561	42113
562	41513
563	41339
564	40655
565	40182
566	40033
567	39054
568	38689
569	38455
570	37654
571	37401
572	36919
573	36126
574	35647
575	35510
576	34940
577	34805
578	33797
579	33523
580	33181
581	32688
582	32417
583	31858
584	31082
585	30861
586	30535
587	30172
588	29567
589	29653
590	28886
591	28428
592	28298
593	27981
594	27317
595	27295
596	26520
597	26670
598	26111
599	25799
600	25577
601	24873
602	24882
603	24448
604	24341
605	23720
606	23363
607	23059
608	22517
609	22124
610	21916
611	21447
612	21102
613	20824
614	20469
615	20187
616	19846
617	19541
618	19438
619	18926
620	18810
621	18662
622	18498
623	18162
624	17756
625	17553
626	17339
627	17229
628	17187
629	16739
630	16351
631	16045
632	16015
633	15863
634	15516
635	15378
636	15036
637	14965
638	14550
639	14362
640	14235
641	13930
642	13662
643	13451
644	13543
645	13226
646	12942
647	12929
648	12775
649	12521
650	12430
651	12259
652	11972
653	11762
654	11806
655	11556
656	11396
657	11241
658	10964
659	10936
660	10642
661	10692
662	10410
663	10225
664	10138
665	10120
666	9847
667	9598
668	9707
669	9171
670	9201
671	9053
672	8839
673	8963
674	8775
675	8410
676	8522
677	8316
678	8048
679	8199
680	7883
681	7855
682	7623
683	7592
684	7485
685	7265
686	7270
687	7050
688	7104
689	6914
690	6939
691	6846
692	6780
693	6545
694	6582
695	6342
696	6368
697	6362
698	6271
699	6195
700	6032
701	5928
702	5976
703	5861
704	5699
705	5681
706	5639
707	5576
708	5406
709	5553
710	5464
711	5263
712	5156
713	5124
714	5169
715	5102
716	5001
717	4814
718	4739
719	4725
720	4572
721	4595
722	4457
723	4466
724	4483
725	4394
726	4284
727	4275
728	4125
729	4162
730	4269
731	4113
732	4052
733	4019
734	4002
735	3871
736	3911
737	3799
738	3745
739	3626
740	3614
741	3607
742	3627
743	3534
744	3515
745	3406
746	3374
747	3408
748	3309
749	3262
750	3224
751	3156
752	3094
753	3215
754	3006
755	3136
756	3034
757	2970
758	3024
759	2937
760	2897
761	2763
762	2817
763	2691
764	2647
765	2653
766	2695
767	2559
768	2496
769	2553
770	2481
771	2495
772	2486
773	2441
774	2410
775	2498
776	2325
777	2317
778	2191
779	2256
780	2287
781	2283
782	2168
783	2187
784	2176
785	2116
786	2213
787	2057
788	2028
789	1993
790	2068
791	1995
792	2023
793	1959
794	2007
795	1935
796	1948
797	1920
798	1881
799	1810
800	1850
801	1797
802	1732
803	1766
804	1686
805	1660
806	1678
807	1610
808	1553
809	1569
810	1600
811	1504
812	1572
813	1526
814	1409
815	1477
816	1461
817	1450
818	1434
819	1390
820	1490
821	1364
822	1377
823	1376
824	1412
825	1379
826	1300
827	1334
828	1290
829	1270
830	1272
831	1205
832	1323
833	1293
834	1262
835	1187
836	1240
837	1156
838	1271
839	1146
840	1143
841	1184
842	1126
843	1109
844	1095
845	1068
846	1105
847	1069
848	978
849	1067
850	1113
851	977
852	1032
853	1012
854	969
855	927
856	1011
857	956
858	985
859	945
860	981
861	951
862	901
863	891
864	895
865	908
866	907
867	888
868	912
869	916
870	922
871	855
872	875
873	859
874	805
875	845
876	886
877	799
878	915
879	885
880	854
881	797
882	815
883	853
884	815
885	787
886	784
887	755
888	687
889	721
890	698
891	624
892	701
893	659
894	632
895	624
896	615
897	614
898	616
899	568
900	635
901	620
902	570
903	630
904	618
905	591
906	581
907	555
908	531
909	555
910	583
911	530
912	592
913	539
914	531
915	548
916	505
917	604
918	529
919	485
920	541
921	493
922	517
923	503
924	522
925	503
926	519
927	479
928	497
929	431
930	471
931	476
932	460
933	488
934	481
935	481
936	473
937	478
938	460
939	441
940	430
941	421
942	432
943	456
944	391
945	463
946	433
947	423
948	424
949	437
950	398
951	406
952	409
953	425
954	419
955	450
956	400
957	384
958	399
959	401
960	372
961	383
962	393
963	373
964	379
965	396
966	394
967	351
968	379
969	363
970	375
971	372
972	336
973	365
974	353
975	352
976	355
977	347
978	362
979	344
980	344
981	355
982	328
983	344
984	326
985	335
986	331
987	337
988	327
989	318
990	341
991	327
992	334
993	312
994	335
995	341
996	316
997	318
998	295
999	323
1000	312
1001	293
1002	334
1003	293
1004	277
1005	290
1006	334
1007	261
1008	269
1009	279
1010	291
1011	276
1012	267
1013	278
1014	290
1015	258
1016	274
1017	270
1018	268
1019	252
1020	254
1021	228
1022	255
1023	260
1024	259
1025	251
1026	263
1027	222
1028	238
1029	249
1030	259
1031	248
1032	224
1033	258
1034	238
1035	247
1036	244
1037	224
1038	232
1039	241
1040	216
1041	230
1042	221
1043	214
1044	223
1045	230
1046	223
1047	216
1048	223
1049	229
1050	215
1051	234
1052	211
1053	204
1054	200
1055	208
1056	206
1057	237
1058	208
1059	216
1060	192
1061	217
1062	207
1063	216
1064	178
1065	202
1066	200
1067	216
1068	169
1069	202
1070	183
1071	174
1072	177
1073	177
1074	203
1075	168
1076	176
1077	175
1078	171
1079	176
1080	150
1081	164
1082	162
1083	171
1084	177
1085	172
1086	177
1087	162
1088	163
1089	163
1090	162
1091	193
1092	133
1093	174
1094	159
1095	151
1096	148
1097	155
1098	168
1099	160
1100	163
1101	150
1102	133

