1 length=	195471971	Aligned= 14064854	Unaligned= 10078
10 length=	130694993	Aligned= 9406838	Unaligned= 6475
11 length=	122082543	Aligned= 9385297	Unaligned= 7318
12 length=	120129022	Aligned= 9061000	Unaligned= 5857
13 length=	120421639	Aligned= 8811066	Unaligned= 6903
14 length=	124902244	Aligned= 8881068	Unaligned= 6316
15 length=	104043685	Aligned= 7418105	Unaligned= 4591
16 length=	98207768	Aligned= 6860397	Unaligned= 6691
17 length=	94987271	Aligned= 7096441	Unaligned= 8123
18 length=	90702639	Aligned= 6418074	Unaligned= 5312
19 length=	61431566	Aligned= 4428149	Unaligned= 3258
2 length=	182113224	Aligned= 18320221	Unaligned= 11420
3 length=	160039680	Aligned= 11001633	Unaligned= 7997
4 length=	156508116	Aligned= 11362682	Unaligned= 8984
5 length=	151834684	Aligned= 11254060	Unaligned= 7854
6 length=	149736546	Aligned= 10790979	Unaligned= 8245
7 length=	145441459	Aligned= 10524473	Unaligned= 7112
8 length=	129401213	Aligned= 9470307	Unaligned= 7102
9 length=	124595110	Aligned= 13256441	Unaligned= 8244
MT length=	16299	Aligned= 39806	Unaligned= 18
X length=	171031299	Aligned= 10819400	Unaligned= 6493
Y length=	91744698	Aligned= 115103	Unaligned= 451
JH584299.1 length=	953012	Aligned= 32132	Unaligned= 10
GL456233.1 length=	336933	Aligned= 19005	Unaligned= 26
JH584301.1 length=	259875	Aligned= 103	Unaligned= 0
GL456211.1 length=	241735	Aligned= 43505	Unaligned= 25
GL456350.1 length=	227966	Aligned= 13482	Unaligned= 3
JH584293.1 length=	207968	Aligned= 11501	Unaligned= 3
GL456221.1 length=	206961	Aligned= 39509	Unaligned= 16
JH584297.1 length=	205776	Aligned= 6771	Unaligned= 1
JH584296.1 length=	199368	Aligned= 5135	Unaligned= 4
GL456354.1 length=	195993	Aligned= 5983	Unaligned= 1
JH584294.1 length=	191905	Aligned= 10073	Unaligned= 9
JH584298.1 length=	184189	Aligned= 6035	Unaligned= 2
JH584300.1 length=	182347	Aligned= 61	Unaligned= 1
GL456219.1 length=	175968	Aligned= 6333	Unaligned= 3
GL456210.1 length=	169725	Aligned= 26194	Unaligned= 12
JH584303.1 length=	158099	Aligned= 172	Unaligned= 0
JH584302.1 length=	155838	Aligned= 29	Unaligned= 2
GL456212.1 length=	153618	Aligned= 39226	Unaligned= 9
JH584304.1 length=	114452	Aligned= 1002930	Unaligned= 693
GL456379.1 length=	72385	Aligned= 4143	Unaligned= 2
GL456216.1 length=	66673	Aligned= 7273	Unaligned= 99
GL456393.1 length=	55711	Aligned= 27775	Unaligned= 605
GL456366.1 length=	47073	Aligned= 3384	Unaligned= 3
GL456367.1 length=	42057	Aligned= 7567	Unaligned= 14
GL456239.1 length=	40056	Aligned= 11005	Unaligned= 116
GL456213.1 length=	39340	Aligned= 1485	Unaligned= 0
GL456383.1 length=	38659	Aligned= 12467	Unaligned= 83
GL456385.1 length=	35240	Aligned= 2093	Unaligned= 1
GL456360.1 length=	31704	Aligned= 2088	Unaligned= 3
GL456378.1 length=	31602	Aligned= 6312	Unaligned= 4
GL456389.1 length=	28772	Aligned= 7912	Unaligned= 48
GL456372.1 length=	28664	Aligned= 2506	Unaligned= 1
GL456370.1 length=	26764	Aligned= 10020	Unaligned= 83
GL456381.1 length=	25871	Aligned= 8899	Unaligned= 152
GL456387.1 length=	24685	Aligned= 11261	Unaligned= 90
GL456390.1 length=	24668	Aligned= 16367	Unaligned= 142
GL456394.1 length=	24323	Aligned= 5522	Unaligned= 78
GL456392.1 length=	23629	Aligned= 15824	Unaligned= 83
GL456382.1 length=	23158	Aligned= 1251	Unaligned= 1
GL456359.1 length=	22974	Aligned= 416	Unaligned= 0
GL456396.1 length=	21240	Aligned= 13142	Unaligned= 91
GL456368.1 length=	20208	Aligned= 4429	Unaligned= 1
JH584292.1 length=	14945	Aligned= 1297	Unaligned= 0
JH584295.1 length=	1976	Aligned= 181	Unaligned= 15
NoCoordinateCount= 169014
