1 length=	195471971	Aligned= 12383102	Unaligned= 8954
10 length=	130694993	Aligned= 8370926	Unaligned= 5512
11 length=	122082543	Aligned= 8825390	Unaligned= 6784
12 length=	120129022	Aligned= 8268226	Unaligned= 5420
13 length=	120421639	Aligned= 7846783	Unaligned= 6385
14 length=	124902244	Aligned= 7798242	Unaligned= 5470
15 length=	104043685	Aligned= 6684277	Unaligned= 4193
16 length=	98207768	Aligned= 6012361	Unaligned= 6257
17 length=	94987271	Aligned= 6635492	Unaligned= 8225
18 length=	90702639	Aligned= 5691625	Unaligned= 4869
19 length=	61431566	Aligned= 4055755	Unaligned= 3074
2 length=	182113224	Aligned= 17792514	Unaligned= 10778
3 length=	160039680	Aligned= 9525739	Unaligned= 6999
4 length=	156508116	Aligned= 10322495	Unaligned= 8315
5 length=	151834684	Aligned= 10327335	Unaligned= 7298
6 length=	149736546	Aligned= 9585528	Unaligned= 7281
7 length=	145441459	Aligned= 9723562	Unaligned= 6692
8 length=	129401213	Aligned= 8583885	Unaligned= 6416
9 length=	124595110	Aligned= 13048599	Unaligned= 7857
MT length=	16299	Aligned= 15279	Unaligned= 8
X length=	171031299	Aligned= 9059060	Unaligned= 5698
Y length=	91744698	Aligned= 114952	Unaligned= 433
JH584299.1 length=	953012	Aligned= 26460	Unaligned= 17
GL456233.1 length=	336933	Aligned= 15637	Unaligned= 14
JH584301.1 length=	259875	Aligned= 92	Unaligned= 2
GL456211.1 length=	241735	Aligned= 40637	Unaligned= 26
GL456350.1 length=	227966	Aligned= 13511	Unaligned= 4
JH584293.1 length=	207968	Aligned= 11696	Unaligned= 5
GL456221.1 length=	206961	Aligned= 36224	Unaligned= 12
JH584297.1 length=	205776	Aligned= 5686	Unaligned= 4
JH584296.1 length=	199368	Aligned= 4251	Unaligned= 1
GL456354.1 length=	195993	Aligned= 5026	Unaligned= 2
JH584294.1 length=	191905	Aligned= 9597	Unaligned= 4
JH584298.1 length=	184189	Aligned= 5250	Unaligned= 2
JH584300.1 length=	182347	Aligned= 65	Unaligned= 1
GL456219.1 length=	175968	Aligned= 5430	Unaligned= 4
GL456210.1 length=	169725	Aligned= 23611	Unaligned= 7
JH584303.1 length=	158099	Aligned= 177	Unaligned= 0
JH584302.1 length=	155838	Aligned= 30	Unaligned= 1
GL456212.1 length=	153618	Aligned= 35930	Unaligned= 15
JH584304.1 length=	114452	Aligned= 1114671	Unaligned= 742
GL456379.1 length=	72385	Aligned= 3469	Unaligned= 6
GL456216.1 length=	66673	Aligned= 6640	Unaligned= 90
GL456393.1 length=	55711	Aligned= 27234	Unaligned= 610
GL456366.1 length=	47073	Aligned= 2970	Unaligned= 0
GL456367.1 length=	42057	Aligned= 5153	Unaligned= 7
GL456239.1 length=	40056	Aligned= 10167	Unaligned= 107
GL456213.1 length=	39340	Aligned= 1492	Unaligned= 1
GL456383.1 length=	38659	Aligned= 10964	Unaligned= 66
GL456385.1 length=	35240	Aligned= 1844	Unaligned= 0
GL456360.1 length=	31704	Aligned= 1820	Unaligned= 2
GL456378.1 length=	31602	Aligned= 6091	Unaligned= 2
GL456389.1 length=	28772	Aligned= 7715	Unaligned= 52
GL456372.1 length=	28664	Aligned= 1569	Unaligned= 0
GL456370.1 length=	26764	Aligned= 9575	Unaligned= 84
GL456381.1 length=	25871	Aligned= 9857	Unaligned= 153
GL456387.1 length=	24685	Aligned= 12435	Unaligned= 132
GL456390.1 length=	24668	Aligned= 12524	Unaligned= 77
GL456394.1 length=	24323	Aligned= 5619	Unaligned= 69
GL456392.1 length=	23629	Aligned= 15161	Unaligned= 76
GL456382.1 length=	23158	Aligned= 1088	Unaligned= 3
GL456359.1 length=	22974	Aligned= 330	Unaligned= 1
GL456396.1 length=	21240	Aligned= 11092	Unaligned= 63
GL456368.1 length=	20208	Aligned= 3538	Unaligned= 0
JH584292.1 length=	14945	Aligned= 1008	Unaligned= 0
JH584295.1 length=	1976	Aligned= 204	Unaligned= 22
NoCoordinateCount= 140740
