## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34789-L1_S80_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34789-L1_S80_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 10:20:13 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	7,300336	5,752855	7	4	0,119015	0,044101	0,000338	0,030302	0,031243	0,005119	0,230119	0,905864	0,651101	0,308449	0,099711	0,023341	0,004833	0,001378	0,000528	0,000345	0,000243	0,000183	0,000145	0,000122	0,000105	0,735925	6

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	249723594
1	132400194
2	165530292
3	184539410
4	193359598
5	195409978
6	192454569
7	185369088
8	174707451
9	161040735
10	145171694
11	127989503
12	110435913
13	93165912
14	76975144
15	62316958
16	49489788
17	38644126
18	29685184
19	22454924
20	16744641
21	12313653
22	8962932
23	6461442
24	4616766
25	3270057
26	2308428
27	1627565
28	1146139
29	812756
30	579253
31	418629
32	310083
33	234143
34	182754
35	146103
36	119267
37	100863
38	86985
39	76758
40	68225
41	61785
42	56410
43	51489
44	47969
45	44874
46	41629
47	39183
48	37359
49	35726
50	33836
51	32025
52	30693
53	29426
54	27522
55	26262
56	24795
57	23743
58	22575
59	20737
60	19921
61	18522
62	17482
63	16878
64	16396
65	15314
66	14931
67	14325
68	13313
69	12314
70	11914
71	11209
72	11122
73	10580
74	10106
75	9528
76	9064
77	8816
78	8547
79	8078
80	7751
81	7497
82	7080
83	6783
84	6275
85	6070
86	5941
87	5634
88	5176
89	5068
90	4830
91	4613
92	4593
93	4476
94	4453
95	4272
96	4075
97	3884
98	3874
99	3732
100	3586
101	3584
102	3275
103	3250
104	3252
105	3090
106	2978
107	2901
108	2787
109	2702
110	2576
111	2475
112	2377
113	2315
114	2234
115	2217
116	2159
117	2111
118	1988
119	1887
120	1778
121	1727
122	1664
123	1632
124	1693
125	1685
126	1646
127	1654
128	1647
129	1534
130	1508
131	1512
132	1553
133	1523
134	1467
135	1418
136	1416
137	1415
138	1338
139	1429
140	1329
141	1309
142	1338
143	1305
144	1324
145	1240
146	1292
147	1261
148	1231
149	1166
150	1158
151	1140
152	1117
153	1106
154	1043
155	999
156	1003
157	952
158	916
159	946
160	834
161	893
162	877
163	888
164	975
165	889
166	929
167	881
168	903
169	861
170	915
171	840
172	826
173	903
174	877
175	827
176	806
177	890
178	870
179	811
180	890
181	859
182	800
183	830
184	877
185	823
186	728
187	764
188	794
189	781
190	706
191	705
192	727
193	709
194	719
195	694
196	674
197	661
198	693
199	686
200	617
201	645
202	609
203	567
204	633
205	561
206	556
207	574
208	553
209	545
210	577
211	529
212	575
213	526
214	510
215	511
216	492
217	474
218	519
219	474
220	515
221	465
222	516
223	456
224	476
225	455
226	466
227	420
228	412
229	434
230	409
231	441
232	360
233	400
234	429
235	396
236	405
237	402
238	400
239	422
240	395
241	437
242	406
243	398
244	412
245	433
246	412
247	347
248	341
249	342
250	115106

