## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34729-L1_S20_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34729-L1_S20_L001.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 10:14:18 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	5,386556	4,093013	5	2	0	0,123217	0,000534	0,000008	0,015933	0,018121	0,157813	0,946022	0,566772	0,101241	0,009989	0,002186	0,001184	0,000821	0,000506	0,000365	0,000287	0,000234	0,000194	0,000164	0,000141	0,687902	5

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	143192163
1	123859974
2	224127088
3	308386065
4	349695656
5	345067130
6	306486562
7	251039665
8	192541456
9	139816495
10	96680207
11	64046740
12	40915945
13	25263355
14	15166698
15	8988043
16	5301292
17	3175211
18	1961556
19	1274058
20	870280
21	627673
22	478078
23	377590
24	304411
25	255293
26	215891
27	186115
28	161704
29	143339
30	126736
31	111152
32	101544
33	91892
34	82820
35	74405
36	69676
37	62412
38	59052
39	55195
40	51277
41	47371
42	44358
43	41184
44	37284
45	35672
46	33166
47	30138
48	28613
49	26147
50	25178
51	23728
52	23009
53	22551
54	21297
55	19709
56	18949
57	18223
58	17523
59	17283
60	16528
61	15835
62	15017
63	14469
64	14319
65	13731
66	13420
67	12461
68	12339
69	12223
70	11591
71	11105
72	11133
73	10769
74	10799
75	10249
76	10155
77	10075
78	9710
79	9320
80	8860
81	8673
82	8525
83	8236
84	8266
85	7805
86	7446
87	7311
88	7458
89	7374
90	6946
91	6866
92	6596
93	6368
94	6152
95	6089
96	5912
97	6178
98	5606
99	5471
100	5154
101	5012
102	4892
103	4725
104	4619
105	4572
106	4559
107	4473
108	4150
109	4193
110	4064
111	3841
112	3694
113	3671
114	3485
115	3346
116	3377
117	3052
118	3076
119	2831
120	2876
121	2535
122	2445
123	2423
124	2497
125	2445
126	2383
127	2292
128	2196
129	2063
130	2073
131	1976
132	1984
133	2017
134	1897
135	2083
136	1981
137	1826
138	1936
139	1908
140	1897
141	1843
142	1775
143	1747
144	1551
145	1607
146	1589
147	1581
148	1529
149	1398
150	1426
151	1377
152	1311
153	1376
154	1350
155	1341
156	1265
157	1323
158	1361
159	1359
160	1268
161	1379
162	1408
163	1329
164	1378
165	1312
166	1373
167	1302
168	1255
169	1245
170	1116
171	1193
172	1193
173	1237
174	1237
175	1257
176	1266
177	1246
178	1269
179	1130
180	1044
181	1106
182	1216
183	1194
184	1255
185	1182
186	1248
187	1194
188	1262
189	1347
190	1239
191	1112
192	1124
193	1077
194	1162
195	1149
196	1113
197	1077
198	1035
199	966
200	1075
201	1013
202	954
203	1042
204	939
205	952
206	891
207	904
208	861
209	894
210	968
211	853
212	836
213	906
214	878
215	905
216	888
217	961
218	897
219	899
220	882
221	907
222	868
223	889
224	922
225	1047
226	868
227	889
228	870
229	897
230	874
231	872
232	908
233	898
234	838
235	823
236	839
237	840
238	896
239	820
240	774
241	785
242	767
243	788
244	760
245	711
246	778
247	678
248	666
249	691
250	126153

