## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34735-L1_S26_L001.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34735-L1_S26_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34735-L1_S26_L001.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 23:05:11 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
400	378	65	2	190818219	406,152562	108,713376	41543774	FR	25	49	75	101	131	163	203	257	351	453	703			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	447
3	419
4	439
5	464
6	447
7	438
8	428
9	441
10	454
11	464
12	419
13	448
14	482
15	452
16	486
17	532
18	559
19	1551
20	1897
21	2329
22	1151
23	1093
24	1131
25	1180
26	1120
27	1089
28	1029
29	1047
30	1065
31	1108
32	1134
33	1079
34	1193
35	1112
36	1132
37	1131
38	1155
39	1169
40	1249
41	1264
42	1261
43	1222
44	1261
45	1275
46	1373
47	1290
48	1410
49	1396
50	1554
51	1664
52	1574
53	1751
54	1945
55	1904
56	2022
57	2092
58	2042
59	2149
60	2211
61	2339
62	2326
63	2370
64	2383
65	2401
66	2464
67	2452
68	2562
69	2551
70	2657
71	2622
72	2736
73	2793
74	2824
75	2893
76	2990
77	3081
78	3281
79	3208
80	3371
81	3384
82	3454
83	3622
84	3644
85	3806
86	3686
87	3843
88	3930
89	4283
90	4424
91	4549
92	4607
93	4695
94	4785
95	4922
96	4861
97	5033
98	4968
99	5052
100	5151
101	5058
102	5370
103	5389
104	5363
105	5488
106	5515
107	5660
108	5530
109	5485
110	5589
111	5800
112	5755
113	5821
114	5727
115	5813
116	5785
117	5966
118	6009
119	6041
120	6113
121	6248
122	6268
123	6479
124	6331
125	6472
126	6364
127	6627
128	6669
129	6829
130	7123
131	7127
132	7397
133	7337
134	7424
135	7374
136	7546
137	7697
138	7529
139	7591
140	7750
141	8134
142	7855
143	8002
144	7980
145	8112
146	8238
147	8392
148	8570
149	8351
150	8475
151	8694
152	8642
153	8685
154	8760
155	8814
156	8981
157	8886
158	8918
159	9129
160	9251
161	9244
162	9419
163	9578
164	9636
165	9600
166	9691
167	9856
168	9988
169	10171
170	10118
171	10342
172	10537
173	10475
174	10958
175	11285
176	11463
177	11538
178	11630
179	11857
180	11954
181	12080
182	12163
183	12173
184	12310
185	12459
186	12722
187	12781
188	12937
189	13283
190	13314
191	13457
192	13683
193	13714
194	14040
195	14458
196	14391
