## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34713-L1_S4_L001.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34713-L1_S4_L001.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 22:28:43 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	13,572355	6,396137	14	3	0	0,066381	0,000445	0,000015	0,013206	0,009393	0,08944	0,962841	0,947855	0,811604	0,417879	0,106262	0,019037	0,006282	0,002592	0,001467	0,000968	0,000687	0,000516	0,000403	0,000326	0,942956	12

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	98575639
1	6427394
2	7102162
3	10099390
4	16125038
5	26572549
6	42916106
7	66131094
8	95799944
9	130024612
10	165265519
11	196660863
12	219905754
13	231785230
14	230850856
15	217940373
16	195845456
17	167684382
18	137307992
19	107873546
20	81550385
21	59471650
22	42010959
23	28882133
24	19473762
25	12948672
26	8565727
27	5702489
28	3883332
29	2734470
30	2015670
31	1555779
32	1238809
33	1036175
34	885014
35	765288
36	672973
37	597822
38	535757
39	486033
40	439697
41	399681
42	362248
43	328280
44	297958
45	272383
46	248892
47	229827
48	211135
49	194031
50	179446
51	165068
52	153368
53	142056
54	132325
55	123945
56	116518
57	109491
58	105099
59	97299
60	94266
61	88878
62	84414
63	79300
64	75116
65	71003
66	67609
67	64473
68	61423
69	59113
70	56381
71	53336
72	50679
73	47735
74	45096
75	42774
76	41260
77	40081
78	38655
79	37197
80	35621
81	34353
82	32758
83	31184
84	30334
85	29520
86	28122
87	26769
88	26139
89	25094
90	23816
91	23323
92	22654
93	21588
94	20983
95	19943
96	19475
97	18679
98	17904
99	17067
100	16357
101	16003
102	15171
103	14907
104	14446
105	14073
106	13841
107	13187
108	12617
109	12098
110	11929
111	11449
112	11230
113	10795
114	10520
115	10669
116	10391
117	10167
118	9668
119	9501
120	9139
121	8547
122	8522
123	8214
124	8097
125	7664
126	7487
127	7343
128	7062
129	6745
130	6456
131	6427
132	6211
133	5899
134	5740
135	5758
136	5417
137	5132
138	5093
139	5057
140	4811
141	4723
142	4698
143	4455
144	4261
145	4293
146	4276
147	4262
148	4129
149	3980
150	3716
151	3768
152	3831
153	3509
154	3439
155	3437
156	3305
157	3205
158	3066
159	3115
160	3014
161	2997
162	2891
163	2831
164	2987
165	2822
166	2818
167	2776
168	2656
169	2599
170	2533
171	2605
172	2582
173	2469
174	2508
175	2309
176	2351
177	2391
178	2439
179	2371
180	2245
181	2318
182	2245
183	2097
184	2057
185	2015
186	2116
187	2032
188	1986
189	2072
190	2043
191	1902
192	1924
193	1902
194	1733
195	1803
196	1923
197	1877
198	1867
199	1742
200	1636
201	1660
202	1785
203	1752
204	1781
205	1694
206	1746
207	1761
208	1663
209	1593
210	1704
211	1597
212	1682
213	1636
214	1597
215	1669
216	1600
217	1605
218	1526
219	1454
220	1475
221	1472
222	1474
223	1438
224	1401
225	1444
226	1315
227	1389
228	1407
229	1369
230	1339
231	1300
232	1386
233	1309
234	1215
235	1178
236	1243
237	1200
238	1187
239	1095
240	1198
241	1155
242	1224
243	1177
244	1238
245	1150
246	1031
247	1033
248	968
249	934
250	236799

