## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34760-L1_S51_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34760-L1_S51_L002.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 12:23:51 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	6,68842	3,976099	7	2	0,089098	0,030489	0,000438	0,035052	0,012179	0,003893	0,171149	0,926438	0,757935	0,19011	0,012583	0,001627	0,000912	0,000633	0,000352	0,000223	0,000158	0,000119	0,000096	0,000083	0,000075	0,801087	7

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	195145287
1	36443591
2	69755461
3	131132403
4	209668615
5	283676743
6	330300849
7	336759687
8	305640402
9	249939225
10	186227146
11	127747277
12	81334180
13	48420770
14	27211553
15	14566527
16	7541430
17	3853134
18	2005084
19	1098292
20	656889
21	440852
22	325262
23	258183
24	216074
25	186106
26	162966
27	144194
28	129710
29	116097
30	105544
31	96656
32	88903
33	81685
34	75487
35	69295
36	63691
37	58983
38	55036
39	50720
40	46964
41	42951
42	39983
43	37127
44	34411
45	32145
46	29800
47	27449
48	26023
49	24347
50	22714
51	21389
52	19719
53	18796
54	17510
55	16136
56	15562
57	14712
58	13837
59	13456
60	12494
61	12216
62	11359
63	10841
64	10302
65	9903
66	9319
67	8850
68	8403
69	8093
70	7630
71	7259
72	6968
73	6746
74	6313
75	6160
76	5608
77	5427
78	4947
79	4912
80	4483
81	4170
82	4075
83	3906
84	3693
85	3407
86	3291
87	3003
88	2810
89	2672
90	2568
91	2413
92	2360
93	2180
94	2256
95	2193
96	1975
97	1959
98	1774
99	1749
100	1726
101	1728
102	1600
103	1629
104	1585
105	1522
106	1491
107	1386
108	1333
109	1292
110	1252
111	1228
112	1219
113	1261
114	1152
115	1141
116	1067
117	1079
118	1029
119	951
120	921
121	911
122	821
123	899
124	838
125	900
126	838
127	864
128	858
129	861
130	790
131	788
132	759
133	749
134	715
135	717
136	692
137	742
138	690
139	630
140	674
141	632
142	652
143	642
144	639
145	565
146	574
147	562
148	544
149	528
150	510
151	501
152	522
153	506
154	509
155	515
156	456
157	455
158	493
159	447
160	464
161	412
162	414
163	462
164	405
165	409
166	397
167	448
168	413
169	414
170	433
171	448
172	413
173	380
174	436
175	396
176	378
177	394
178	373
179	399
180	389
181	405
182	382
183	394
184	393
185	391
186	398
187	374
188	386
189	372
190	382
191	388
192	367
193	342
194	331
195	360
196	342
197	318
198	345
199	375
200	324
201	353
202	347
203	326
204	344
205	357
206	317
207	339
208	316
209	308
210	304
211	309
212	278
213	285
214	340
215	327
216	314
217	303
218	302
219	327
220	300
221	316
222	335
223	342
224	317
225	338
226	308
227	352
228	333
229	373
230	341
231	339
232	372
233	366
234	392
235	378
236	401
237	383
238	407
239	427
240	400
241	434
242	453
243	464
244	482
245	457
246	487
247	525
248	596
249	572
250	110081

