## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34786-L1_S77_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34786-L1_S77_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34786-L1_S77_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 05:26:44 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
406	386	61	2	189829092	411,682462	99,758202	65578981	FR	23	47	71	95	123	153	191	241	325	409	611			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	354
3	327
4	320
5	343
6	331
7	360
8	350
9	359
10	350
11	349
12	330
13	401
14	439
15	488
16	512
17	507
18	596
19	1804
20	2296
21	2793
22	1336
23	1039
24	1015
25	1071
26	880
27	914
28	923
29	822
30	973
31	958
32	919
33	822
34	838
35	895
36	846
37	972
38	838
39	887
40	920
41	896
42	989
43	1097
44	1245
45	1218
46	1370
47	1347
48	1326
49	1319
50	1355
51	1467
52	1375
53	1510
54	1504
55	1517
56	1494
57	1423
58	1545
59	1660
60	1650
61	1656
62	1699
63	1720
64	1818
65	1829
66	1872
67	1918
68	1921
69	2029
70	2018
71	2115
72	2081
73	2173
74	2199
75	2569
76	2598
77	2781
78	2724
79	2773
80	2860
81	2903
82	2899
83	3042
84	3082
85	3256
86	3235
87	3209
88	3303
89	3439
90	3563
91	3535
92	3754
93	3669
94	3796
95	3854
96	3788
97	3914
98	3920
99	4094
100	4123
101	4265
102	4216
103	4390
104	4420
105	4501
106	4712
107	4516
108	4699
109	5039
110	5204
111	5194
112	5336
113	5490
114	5417
115	5501
116	5410
117	5558
118	5800
119	5677
120	5891
121	5948
122	5954
123	6061
124	6132
125	6283
126	6391
127	6455
128	6477
129	6522
130	6631
131	6805
132	6950
133	7082
134	7052
135	7030
136	7290
137	7378
138	7591
139	7437
140	7641
141	7759
142	7941
143	7937
144	8013
145	8064
146	8351
147	8870
148	9123
149	8953
150	9260
151	9206
152	9468
153	9450
154	9364
155	9467
156	9535
157	9881
158	9840
159	9965
160	10090
161	10161
162	10561
163	10230
164	10641
165	10840
166	10922
167	11223
168	11329
169	11350
170	11516
171	11813
172	11826
173	12104
174	12358
175	12574
176	12671
177	12827
178	12938
179	13286
180	13299
181	13610
182	13763
183	14090
184	14075
185	14423
186	14985
187	15034
188	15169
189	15560
190	15920
191	16457
192	16509
193	16714
194	17197
195	17480
196	17658
197	17842
198	18239
199	18496
200	18631
