## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34760-L1_S51_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34760-L1_S51_L002.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34760-L1_S51_L002.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 14:24:38 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
393	380	57	2	187214768	399,413011	94,782301	66118489	FR	23	43	67	91	115	145	181	227	307	387	601			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	370
3	414
4	382
5	364
6	376
7	411
8	413
9	446
10	420
11	404
12	431
13	436
14	435
15	443
16	467
17	457
18	539
19	1636
20	1886
21	1519
22	1029
23	915
24	786
25	863
26	820
27	905
28	871
29	862
30	871
31	982
32	927
33	905
34	916
35	878
36	895
37	946
38	957
39	932
40	971
41	962
42	983
43	1072
44	1028
45	1044
46	1079
47	1100
48	1126
49	1097
50	1169
51	1268
52	1218
53	1472
54	1619
55	1538
56	1596
57	1638
58	1656
59	1803
60	1750
61	1808
62	1814
63	1862
64	1968
65	1914
66	1888
67	1917
68	1910
69	1965
70	1998
71	2027
72	1979
73	2268
74	2037
75	2133
76	2224
77	2130
78	2241
79	2296
80	2308
81	2354
82	2713
83	3083
84	3092
85	3172
86	3241
87	3299
88	3353
89	3439
90	3486
91	3481
92	3603
93	3582
94	3657
95	3630
96	3683
97	3778
98	3846
99	3853
100	4060
101	4123
102	4221
103	4146
104	4311
105	4284
106	4352
107	4365
108	4346
109	4413
110	4379
111	4497
112	4523
113	4646
114	4857
115	5067
116	5028
117	5072
118	5215
119	5204
120	5319
121	5422
122	5477
123	5484
124	5564
125	5556
126	5757
127	5784
128	5732
129	5920
130	6108
131	6178
132	6238
133	6378
134	6408
135	6506
136	6607
137	6634
138	6787
139	6978
140	6855
141	7306
142	7200
143	7188
144	7256
145	7485
146	7501
147	7569
148	8110
149	7858
150	8532
151	8850
152	8716
153	8599
154	8809
155	8825
156	8989
157	9014
158	9169
159	9273
160	9505
161	9515
162	9808
163	9848
164	9930
165	10268
166	10308
167	10395
168	10591
169	10880
170	10891
171	11079
172	11357
173	11480
174	11745
175	12004
176	12000
177	12229
178	12369
179	12785
180	12849
181	13239
182	13225
183	13412
184	13973
185	14022
186	14663
187	14678
188	14749
189	15102
190	15574
191	16051
192	16395
193	16625
194	16749
195	17198
196	17643
197	17775
198	18188
199	18633
200	18696
