1 length=	195471971	Aligned= 12364383	Unaligned= 9481
10 length=	130694993	Aligned= 8186137	Unaligned= 5489
11 length=	122082543	Aligned= 7753496	Unaligned= 6658
12 length=	120129022	Aligned= 7883606	Unaligned= 6582
13 length=	120421639	Aligned= 7548660	Unaligned= 6026
14 length=	124902244	Aligned= 7877289	Unaligned= 5593
15 length=	104043685	Aligned= 6451217	Unaligned= 4142
16 length=	98207768	Aligned= 6048659	Unaligned= 5996
17 length=	94987271	Aligned= 5961561	Unaligned= 7216
18 length=	90702639	Aligned= 5595472	Unaligned= 4821
19 length=	61431566	Aligned= 3714432	Unaligned= 2725
2 length=	182113224	Aligned= 16247014	Unaligned= 10017
3 length=	160039680	Aligned= 9861982	Unaligned= 7071
4 length=	156508116	Aligned= 9804782	Unaligned= 7711
5 length=	151834684	Aligned= 9478276	Unaligned= 7313
6 length=	149736546	Aligned= 9627761	Unaligned= 7423
7 length=	145441459	Aligned= 8942907	Unaligned= 6190
8 length=	129401213	Aligned= 8077679	Unaligned= 7008
9 length=	124595110	Aligned= 11682496	Unaligned= 7637
MT length=	16299	Aligned= 91446	Unaligned= 43
X length=	171031299	Aligned= 10143012	Unaligned= 5964
Y length=	91744698	Aligned= 96341	Unaligned= 398
JH584299.1 length=	953012	Aligned= 19496	Unaligned= 12
GL456233.1 length=	336933	Aligned= 18066	Unaligned= 26
JH584301.1 length=	259875	Aligned= 100	Unaligned= 0
GL456211.1 length=	241735	Aligned= 35123	Unaligned= 14
GL456350.1 length=	227966	Aligned= 10990	Unaligned= 8
JH584293.1 length=	207968	Aligned= 10008	Unaligned= 5
GL456221.1 length=	206961	Aligned= 32416	Unaligned= 15
JH584297.1 length=	205776	Aligned= 3628	Unaligned= 2
JH584296.1 length=	199368	Aligned= 1565	Unaligned= 1
GL456354.1 length=	195993	Aligned= 3221	Unaligned= 0
JH584294.1 length=	191905	Aligned= 8747	Unaligned= 5
JH584298.1 length=	184189	Aligned= 5057	Unaligned= 2
JH584300.1 length=	182347	Aligned= 45	Unaligned= 0
GL456219.1 length=	175968	Aligned= 5858	Unaligned= 7
GL456210.1 length=	169725	Aligned= 21628	Unaligned= 12
JH584303.1 length=	158099	Aligned= 157	Unaligned= 0
JH584302.1 length=	155838	Aligned= 30	Unaligned= 0
GL456212.1 length=	153618	Aligned= 31115	Unaligned= 10
JH584304.1 length=	114452	Aligned= 959078	Unaligned= 790
GL456379.1 length=	72385	Aligned= 3908	Unaligned= 4
GL456216.1 length=	66673	Aligned= 8091	Unaligned= 130
GL456393.1 length=	55711	Aligned= 30568	Unaligned= 440
GL456366.1 length=	47073	Aligned= 2896	Unaligned= 1
GL456367.1 length=	42057	Aligned= 7572	Unaligned= 14
GL456239.1 length=	40056	Aligned= 3507	Unaligned= 43
GL456213.1 length=	39340	Aligned= 1244	Unaligned= 1
GL456383.1 length=	38659	Aligned= 28354	Unaligned= 342
GL456385.1 length=	35240	Aligned= 2256	Unaligned= 1
GL456360.1 length=	31704	Aligned= 1886	Unaligned= 0
GL456378.1 length=	31602	Aligned= 5514	Unaligned= 7
GL456389.1 length=	28772	Aligned= 12586	Unaligned= 144
GL456372.1 length=	28664	Aligned= 2035	Unaligned= 1
GL456370.1 length=	26764	Aligned= 5642	Unaligned= 52
GL456381.1 length=	25871	Aligned= 5931	Unaligned= 71
GL456387.1 length=	24685	Aligned= 7839	Unaligned= 64
GL456390.1 length=	24668	Aligned= 35489	Unaligned= 467
GL456394.1 length=	24323	Aligned= 3869	Unaligned= 32
GL456392.1 length=	23629	Aligned= 25853	Unaligned= 237
GL456382.1 length=	23158	Aligned= 1182	Unaligned= 1
GL456359.1 length=	22974	Aligned= 1675	Unaligned= 1
GL456396.1 length=	21240	Aligned= 27289	Unaligned= 298
GL456368.1 length=	20208	Aligned= 4381	Unaligned= 2
JH584292.1 length=	14945	Aligned= 1624	Unaligned= 1
JH584295.1 length=	1976	Aligned= 113	Unaligned= 10
NoCoordinateCount= 169918
