## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=../output/I34796-L1_S87_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.pdf INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34796-L1_S87_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34796-L1_S87_L003.sorted.RG.dedup.bqsr.CollectInsertSizeMetrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 05:58:19 CET 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
395	379	58	2	191815989	400,578439	95,325133	76035654	FR	23	45	67	91	117	147	183	231	311	391	591			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	368
3	372
4	365
5	394
6	416
7	376
8	400
9	399
10	433
11	452
12	438
13	437
14	463
15	471
16	509
17	511
18	674
19	2108
20	2803
21	3420
22	1690
23	1235
24	1301
25	1359
26	1203
27	1140
28	1155
29	1031
30	1136
31	1159
32	1175
33	1015
34	1175
35	1095
36	1126
37	1148
38	1129
39	1057
40	1079
41	1187
42	1205
43	1250
44	1173
45	1172
46	1331
47	1217
48	1340
49	1512
50	1617
51	1826
52	1735
53	1821
54	1787
55	1790
56	1766
57	1850
58	1992
59	2015
60	1994
61	2068
62	2105
63	2090
64	2190
65	2194
66	2301
67	2198
68	2294
69	2304
70	2382
71	2369
72	2436
73	2552
74	2449
75	2483
76	2590
77	2544
78	2759
79	3130
80	3457
81	3653
82	3655
83	3796
84	3828
85	3878
86	3904
87	3943
88	4107
89	4144
90	4255
91	4255
92	4361
93	4402
94	4400
95	4467
96	4601
97	4610
98	4685
99	4939
100	5028
101	4942
102	5067
103	5111
104	5233
105	5116
106	5350
107	5289
108	5390
109	5487
110	5458
111	5700
112	6033
113	6333
114	6248
115	6393
116	6409
117	6453
118	6537
119	6534
120	6756
121	6889
122	6844
123	7031
124	7099
125	7202
126	7250
127	7359
128	7544
129	7451
130	7682
131	7962
132	7962
133	8135
134	8245
135	8337
136	8478
137	8423
138	8694
139	8922
140	8958
141	9291
142	9230
143	9380
144	9479
145	9514
146	9636
147	9959
148	10648
149	10649
150	10923
151	11117
152	11173
153	11253
154	11427
155	11355
156	11606
157	11819
158	11980
159	12142
160	12407
161	12368
162	12476
163	12835
164	12976
165	13140
166	13202
167	13284
168	13909
169	13910
170	13966
171	14335
172	14490
173	14645
174	14734
175	15103
176	15313
177	15770
178	15967
179	16193
180	16510
181	16453
182	16911
183	17118
184	17345
185	17653
186	18625
187	18130
188	18606
189	18992
190	19696
191	19947
192	20362
193	20684
194	20964
195	21410
196	21889
197	21944
198	22275
199	22997
200	23142
201	23645
202	24298
203	24532
204	24760
205	25437
206	25922
207	26403
208	27332
209	27383
210	28132
211	28735
212	29267
213	29653
214	30264
215	30812
216	31284
217	32325
218	33153
219	33396
220	34207
221	34671
222	35622
223	36185
224	37151
225	37747
226	38563
227	39127
228	40341
229	41123
230	42226
231	42730
232	43684
233	44344
234	45015
235	46134
236	47223
237	48331
238	50026
239	50872
240	51893
241	53431
242	54266
243	55140
244	56320
245	57710
246	58796
247	60007
248	61678
249	62907
250	64364
251	66383
252	67217
253	68945
254	69932
255	71160
256	72982
257	74328
258	75901
259	77596
260	79849
261	81859
262	83527
263	85587
264	86317
265	88437
266	89886
267	92745
268	93873
269	96426
270	98848
271	101024
272	102875
273	105452
274	107448
275	109058
276	111102
277	113113
278	116283
279	118558
280	121535
281	123928
282	126578
283	128847
284	131952
285	134893
286	137041
287	139453
288	143273
289	145176
290	148424
291	152535
292	154429
293	157486
294	160252
295	163064
296	164816
297	168859
298	172226
299	175765
300	178850
301	182015
302	186560
303	190097
304	193185
305	195815
306	198643
307	201680
308	204692
309	207771
310	211793
311	214925
312	217933
313	220989
314	225701
315	228971
316	231756
317	234900
318	237807
319	241180
320	244052
321	248545
322	251884
323	255301
324	259031
325	262196
326	265346
327	267407
328	270822
329	274499
330	277353
331	280752
332	283357
333	286195
334	290378
335	293579
336	295965
337	299215
338	302033
339	304046
340	305666
341	309829
342	311482
343	314826
344	316916
345	320642
346	321987
347	324718
348	326805
349	328328
350	329672
351	332832
352	335836
353	337877
354	339771
355	341667
356	342080
357	344757
358	345172
359	346792
360	349107
361	349903
362	350361
363	352373
364	354027
365	355087
366	356788
367	358712
368	358360
369	359087
370	358790
371	359507
372	360620
373	360665
374	361567
375	361763
376	361633
377	361880
378	361668
379	362655
380	361843
381	362162
382	362105
383	361604
384	360685
385	360445
386	360877
387	360343
388	359459
389	359784
390	358845
391	357415
392	356641
393	354961
394	354972
395	353905
396	353570
397	353029
398	351253
399	351049
400	349725
401	347511
402	347015
403	346289
404	344033
405	343571
406	341306
407	340416
408	338864
409	338137
410	337494
411	335216
412	333583
413	331593
414	329936
415	327002
416	326313
417	325079
418	322731
419	321474
420	319885
421	317768
422	314834
423	313156
424	311015
425	310014
426	307532
427	305877
428	303631
429	302135
430	301466
431	298206
432	295960
433	294496
434	291519
435	290054
436	288383
437	286993
438	284937
439	282241
440	278956
441	278251
442	275331
443	273509
444	270215
445	269227
446	266950
447	265068
448	261992
449	260356
450	258179
451	257699
452	254289
453	252055
454	250694
455	247890
456	245363
457	243047
458	240984
459	238499
460	236886
461	235717
462	233106
463	230714
464	229342
465	226973
466	224810
467	222324
468	220052
469	218454
470	215701
471	214099
472	212551
473	210406
474	207677
475	205522
476	204104
477	202408
478	199118
479	196686
480	195985
481	194222
482	191984
483	189989
484	187559
485	185202
486	182615
487	181049
488	178713
489	177880
490	175202
491	173904
492	172380
493	171096
494	168215
495	166298
496	164709
497	162516
498	160647
499	159264
500	156541
501	154915
502	153774
503	150511
504	148423
505	146025
506	144114
507	143316
508	141200
509	139406
510	138490
511	135901
512	134323
513	132748
514	130901
515	130026
516	128390
517	126196
518	124944
519	123914
520	122200
521	120793
522	118163
523	117738
524	115940
525	114049
526	112749
527	111274
528	109946
529	107893
530	107009
531	106166
532	103716
533	102400
534	100634
535	99358
536	97759
537	97334
538	96023
539	94079
540	92826
541	91418
542	90320
543	88610
544	87783
545	85701
546	84308
547	84230
548	82850
549	80840
550	79839
551	78504
552	77433
553	76833
554	75571
555	74304
556	73227
557	72197
558	70991
559	69675
560	68544
561	67756
562	66772
563	65309
564	64194
565	63056
566	61918
567	60762
568	59778
569	58843
570	58123
571	56894
572	55981
573	54897
574	54336
575	53760
576	52545
577	51642
578	50723
579	49779
580	49212
581	47956
582	47377
583	46637
584	45965
585	45029
586	44194
587	43929
588	42720
589	41875
590	41346
591	40552
592	40171
593	39569
594	38222
595	38096
596	37289
597	36852
598	36152
