1 length=	195471971	Aligned= 9583919	Unaligned= 7321
10 length=	130694993	Aligned= 6421414	Unaligned= 4247
11 length=	122082543	Aligned= 6463838	Unaligned= 5290
12 length=	120129022	Aligned= 6333351	Unaligned= 5026
13 length=	120421639	Aligned= 5974143	Unaligned= 4609
14 length=	124902244	Aligned= 6165614	Unaligned= 4248
15 length=	104043685	Aligned= 5076347	Unaligned= 3207
16 length=	98207768	Aligned= 4648071	Unaligned= 4750
17 length=	94987271	Aligned= 4863859	Unaligned= 6057
18 length=	90702639	Aligned= 4365515	Unaligned= 3969
19 length=	61431566	Aligned= 3012799	Unaligned= 2345
2 length=	182113224	Aligned= 15197651	Unaligned= 8492
3 length=	160039680	Aligned= 7502748	Unaligned= 5376
4 length=	156508116	Aligned= 7827362	Unaligned= 6095
5 length=	151834684	Aligned= 7674382	Unaligned= 5951
6 length=	149736546	Aligned= 7425562	Unaligned= 5813
7 length=	145441459	Aligned= 7268313	Unaligned= 4969
8 length=	129401213	Aligned= 6488146	Unaligned= 5316
9 length=	124595110	Aligned= 11047779	Unaligned= 6399
MT length=	16299	Aligned= 23485	Unaligned= 12
X length=	171031299	Aligned= 7373855	Unaligned= 4611
Y length=	91744698	Aligned= 81454	Unaligned= 342
JH584299.1 length=	953012	Aligned= 14667	Unaligned= 8
GL456233.1 length=	336933	Aligned= 13114	Unaligned= 23
JH584301.1 length=	259875	Aligned= 80	Unaligned= 0
GL456211.1 length=	241735	Aligned= 29766	Unaligned= 18
GL456350.1 length=	227966	Aligned= 12404	Unaligned= 2
JH584293.1 length=	207968	Aligned= 11156	Unaligned= 6
GL456221.1 length=	206961	Aligned= 27461	Unaligned= 16
JH584297.1 length=	205776	Aligned= 2930	Unaligned= 2
JH584296.1 length=	199368	Aligned= 1300	Unaligned= 0
GL456354.1 length=	195993	Aligned= 2333	Unaligned= 3
JH584294.1 length=	191905	Aligned= 9367	Unaligned= 1
JH584298.1 length=	184189	Aligned= 3695	Unaligned= 0
JH584300.1 length=	182347	Aligned= 61	Unaligned= 1
GL456219.1 length=	175968	Aligned= 4215	Unaligned= 1
GL456210.1 length=	169725	Aligned= 17428	Unaligned= 6
JH584303.1 length=	158099	Aligned= 140	Unaligned= 0
JH584302.1 length=	155838	Aligned= 27	Unaligned= 3
GL456212.1 length=	153618	Aligned= 26780	Unaligned= 9
JH584304.1 length=	114452	Aligned= 1091444	Unaligned= 723
GL456379.1 length=	72385	Aligned= 2865	Unaligned= 0
GL456216.1 length=	66673	Aligned= 4916	Unaligned= 53
GL456393.1 length=	55711	Aligned= 17846	Unaligned= 309
GL456366.1 length=	47073	Aligned= 2163	Unaligned= 1
GL456367.1 length=	42057	Aligned= 5020	Unaligned= 10
GL456239.1 length=	40056	Aligned= 3301	Unaligned= 54
GL456213.1 length=	39340	Aligned= 1102	Unaligned= 0
GL456383.1 length=	38659	Aligned= 11663	Unaligned= 70
GL456385.1 length=	35240	Aligned= 1568	Unaligned= 1
GL456360.1 length=	31704	Aligned= 1407	Unaligned= 2
GL456378.1 length=	31602	Aligned= 4552	Unaligned= 0
GL456389.1 length=	28772	Aligned= 7345	Unaligned= 47
GL456372.1 length=	28664	Aligned= 1611	Unaligned= 0
GL456370.1 length=	26764	Aligned= 5063	Unaligned= 48
GL456381.1 length=	25871	Aligned= 5871	Unaligned= 82
GL456387.1 length=	24685	Aligned= 8016	Unaligned= 51
GL456390.1 length=	24668	Aligned= 13889	Unaligned= 103
GL456394.1 length=	24323	Aligned= 3494	Unaligned= 40
GL456392.1 length=	23629	Aligned= 14643	Unaligned= 69
GL456382.1 length=	23158	Aligned= 827	Unaligned= 0
GL456359.1 length=	22974	Aligned= 1268	Unaligned= 0
GL456396.1 length=	21240	Aligned= 11787	Unaligned= 68
GL456368.1 length=	20208	Aligned= 3050	Unaligned= 0
JH584292.1 length=	14945	Aligned= 1149	Unaligned= 0
JH584295.1 length=	1976	Aligned= 103	Unaligned= 16
NoCoordinateCount= 104624
