## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34795-L1_S86_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34795-L1_S86_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.default.txt REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 26 01:01:52 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	8,909169	5,294481	9	3	0,085457	0,024834	0,000406	0,034661	0,01341	0,003618	0,162386	0,928948	0,828673	0,444533	0,111409	0,014494	0,002452	0,001254	0,000699	0,000456	0,000316	0,00023	0,000176	0,000142	0,000121	0,850161	8

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	188486550
1	29572453
2	47217210
3	76463656
4	112753910
5	151219260
6	186752726
7	214640915
8	231314819
9	235111891
10	226495835
11	207125410
12	180520278
13	150142463
14	119421932
15	90966877
16	66519433
17	46831750
18	31830393
19	20946820
20	13403214
21	8368514
22	5130639
23	3126054
24	1915106
25	1194453
26	774074
27	528656
28	385079
29	297478
30	242512
31	204810
32	178229
33	157754
34	142101
35	129837
36	118658
37	108281
38	99092
39	90847
40	84252
41	78908
42	73764
43	68886
44	64772
45	60745
46	57221
47	54305
48	51512
49	48592
50	46527
51	43975
52	41197
53	39066
54	37232
55	35522
56	33845
57	33107
58	31236
59	29985
60	28483
61	27114
62	25655
63	24559
64	23448
65	22239
66	20991
67	19933
68	19023
69	18129
70	17527
71	16592
72	15953
73	15049
74	14456
75	13837
76	13257
77	12720
78	12094
79	11653
80	11078
81	10616
82	10059
83	9581
84	9031
85	8430
86	8039
87	7847
88	7254
89	7039
90	6778
91	6537
92	6238
93	5909
94	5916
95	5553
96	5172
97	4913
98	4435
99	4282
100	4161
101	4125
102	3973
103	3918
104	3808
105	3598
106	3447
107	3315
108	3033
109	3103
110	3078
111	2893
112	2774
113	2799
114	2772
115	2657
116	2594
117	2495
118	2410
119	2420
120	2284
121	2258
122	2230
123	2222
124	2178
125	2103
126	2142
127	2086
128	2052
129	1982
130	1982
131	1945
132	1832
133	1722
134	1745
135	1695
136	1645
137	1538
138	1507
139	1459
140	1445
141	1317
142	1306
143	1350
144	1392
145	1341
146	1341
147	1184
148	1304
149	1225
150	1217
151	1263
152	1223
153	1266
154	1189
155	1218
156	1238
157	1233
158	1214
159	1246
160	1153
161	1144
162	1157
163	1131
164	1136
165	1084
166	1134
167	1093
168	1128
169	1091
170	999
171	1030
172	1009
173	995
174	1006
175	950
176	1036
177	1009
178	976
179	952
180	934
181	942
182	920
183	864
184	850
185	915
186	938
187	901
188	842
189	885
190	867
191	862
192	858
193	844
194	801
195	792
196	813
197	752
198	690
199	707
200	694
201	679
202	711
203	682
204	672
205	674
206	691
207	642
208	673
209	648
210	593
211	632
212	612
213	574
214	554
215	578
216	585
217	551
218	510
219	541
220	461
221	477
222	482
223	468
224	457
225	489
226	515
227	509
228	434
229	439
230	440
231	459
232	403
233	400
234	396
235	367
236	391
237	388
238	350
239	371
240	396
241	384
242	353
243	422
244	384
245	384
246	389
247	382
248	397
249	354
250	130744

