## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics INPUT=../../05_alignments_addRG_dedup_bqsr/output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.bam OUTPUT=../output/I34781-L1_S72_L003.sorted.RG.dedup.bqsr.CollectWgsMetrics.Q0.M0.txt MINIMUM_MAPPING_QUALITY=0 MINIMUM_BASE_QUALITY=0 REFERENCE_SEQUENCE=../../../reference_genome_ensembl/Mus_musculus.GRCm38.dna.primary_assembly.fa    COVERAGE_CAP=250 LOCUS_ACCUMULATION_CAP=100000 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false COUNT_UNPAIRED=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] USE_FAST_ALGORITHM=false READ_LENGTH=150 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 25 16:17:46 CET 2020

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2652783500	8,030562	5,558042	8	3	0	0,065966	0,000507	0,000009	0,018511	0,015162	0,100154	0,951899	0,75357	0,344745	0,090583	0,016822	0,004301	0,002139	0,001014	0,000604	0,000407	0,000302	0,000238	0,000198	0,000171	0,803872	7

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	127600504
1	70876109
2	113855347
3	154242944
4	187149404
5	210587413
6	223565685
7	226197084
8	219466471
9	204709307
10	184169588
11	159947126
12	134385069
13	109367874
14	86365629
15	66280836
16	49551855
17	36102653
18	25744266
19	17992729
20	12408490
21	8464925
22	5744450
23	3906448
24	2692088
25	1895956
26	1375111
27	1029565
28	795384
29	637736
30	521987
31	437514
32	377269
33	325267
34	287496
35	252913
36	227526
37	204890
38	184110
39	166582
40	153020
41	140153
42	128452
43	118236
44	110136
45	101053
46	94092
47	86719
48	80607
49	74919
50	69199
51	64718
52	60710
53	56316
54	52931
55	49705
56	46220
57	43281
58	41088
59	37485
60	35295
61	33233
62	30809
63	29600
64	28743
65	26756
66	25112
67	23964
68	23247
69	22245
70	21497
71	20147
72	18762
73	17857
74	17128
75	16069
76	15420
77	14700
78	14086
79	13597
80	13247
81	12801
82	11864
83	11546
84	10909
85	10402
86	10022
87	9691
88	9174
89	8706
90	8543
91	8045
92	7744
93	7663
94	7105
95	6707
96	6595
97	6413
98	6083
99	6034
100	6082
101	5945
102	5529
103	5406
104	5069
105	4992
106	4675
107	4420
108	4367
109	4163
110	4159
111	4001
112	4214
113	4040
114	3733
115	3578
116	3532
117	3519
118	3352
119	3277
120	3137
121	3212
122	3097
123	3072
124	2980
125	2897
126	2711
127	2646
128	2538
129	2527
130	2548
131	2318
132	2351
133	2432
134	2351
135	2396
136	2395
137	2259
138	2216
139	2155
140	2055
141	2193
142	1998
143	2035
144	1943
145	2054
146	1999
147	1992
148	1919
149	1989
150	1869
151	1939
152	1827
153	1736
154	1702
155	1680
156	1682
157	1652
158	1680
159	1529
160	1425
161	1504
162	1468
163	1336
164	1367
165	1403
166	1399
167	1481
168	1416
169	1379
170	1472
171	1390
172	1325
173	1360
174	1219
175	1256
176	1173
177	1183
178	1115
179	1223
180	1152
181	1209
182	1135
183	1159
184	1148
185	1090
186	962
187	964
188	892
189	905
190	905
191	933
192	943
193	875
194	862
195	866
196	858
197	888
198	822
199	822
200	858
201	878
202	876
203	828
204	820
205	836
206	892
207	751
208	744
209	684
210	760
211	722
212	756
213	712
214	756
215	708
216	751
217	692
218	688
219	689
220	696
221	715
222	703
223	692
224	712
225	561
226	588
227	584
228	582
229	583
230	536
231	548
232	573
233	583
234	539
235	541
236	504
237	569
238	546
239	537
240	491
241	536
242	559
243	438
244	479
245	462
246	475
247	464
248	511
249	494
250	197049

